学年,院校(英文),院校(中文),学科级别(英文),学科级别(中文),课程类别(英文),课程类别(中文),课程名称(英文),课程名称(中文),学习范畴(英文),学习范畴(中文),一般修业期
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Design (Advertising Design),设计学副学士 (广告设计),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Design (Environment and Interior Design),设计学副学士 (环境及室内设计),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Design (Moving Image and Interaction Design),设计学副学士(流动影像与互动设计),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Design (Visual Communication),设计学副学士 (视觉传意),"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Engineering,工程学副学士,Engineering and Technology,工程及科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in English for Professional Communication,专业传意英语副学士,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Health Studies,健康学副学士,"Medicine, Dentistry and Health Sciences",医科、牙医学及健康科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Information Technology,信息科技副学士,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Language and Culture,语文及文化副学士,Humanities,人文科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Language and Digital Communication,语文及数码传意副学士,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Public Relations and Communication,公关传讯副学士,"Mass Media and Communications, Journalism and Public Relations",大众传媒及传播、新闻及公共关系,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Statistics and Data Science,统计及数据科学副学士,Computer Science and Information Technology,计算机科学及信息科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Surveying and Built Environment,测量及建筑环境学副学士,Engineering and Technology,工程及科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate in Translation and Interpretation,翻译及传译副学士,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Arts,文科副学士,Humanities,人文科学,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Associate Degree,副学士学位课程,Associate of Science,理科副学士,Sciences,理学科,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Aircraft Services Engineering,飞机服务工程高级文凭,Engineering and Technology,工程及科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Electrical Engineering,电机工程高级文凭,Engineering and Technology,工程及科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Mechanical Engineering,机械工程高级文凭,Engineering and Technology,工程及科技,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大学香港专上学院,Sub-degree,副学位,Higher Diploma,高级文凭课程,Higher Diploma in Social Work,社会工作高级文凭,Social Sciences,社会科学,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business,商业(荣誉)文学士,Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (Finance),商业(荣誉)文学士(财务),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (Health Services Management),商业 (荣誉) 文学士 (医务行政管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (Human Resource Management),商业(荣誉)文学士(人力资源管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (Innovation and Design Management),商业(荣誉)文学士(创新及设计管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (International Business),商业(荣誉)文学士(国际商业),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Business (Operations and Supply Chain Management),商业(荣誉)文学士(营运及供应链管理),Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Chinese Language and Culture,中国语文及文化（荣誉）文学士,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Convention and Event Management,会展管理(荣誉)文学士,Services,服务,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Hospitality Management,款待业管理（荣誉）文学士,Services,服务,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Language and Professional Communication (Digital Media),语文及专业传意（荣誉）文学士（数码媒体）,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Language Studies with Information Analytics,语言研究兼信息分析 (荣誉) 文学士,Languages and Related Studies,语言及相关科目,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Marketing and Digital Strategy,市场营销及数码策略(荣誉)文学士,Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Marketing and Public Relations,巿场营销及公共关系(荣誉)文学士,Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Marketing Management,市场营销管理(荣誉)文学士,Business and Management,商业及管理,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Media and Communication Design,媒体及传意设计（荣誉）文学士,"Arts, Design and Performing Arts",艺术、设计、表演艺术,2
2023/24,The Hong Kong Polytechnic University - School of Professional Education and Executive Development,香港理工大学专业进修学院,Top-up Degree,衔接学士学位,Bachelor's Degree,学士学位课程,Bachelor of Arts (Honours) in Travel Industry Management,旅游服务业管理(荣誉)文学士,Services,服务,2
