日期,最新值,涨跌幅,近3月涨跌幅,近6月涨跌幅,近1年涨跌幅,近2年涨跌幅,近3年涨跌幅
2006-10-27,2834,-0.97833683,22.26056946,48.7664042,,,
2006-10-30,2815,-0.67043049,21.44089733,47.76902887,,,
2006-10-31,2798,-0.60390764,19.98284734,46.87664042,,,
2006-11-01,2788,-0.35739814,19.55403087,46.35170604,,,
2006-11-02,2782,-0.21520803,17.68189509,46.03674541,,,
2006-11-03,2774,-0.2875629,16.06694561,46.23089088,,,
2006-11-06,2772,-0.07209805,14.73509934,46.27968338,,,
2006-11-07,2771,-0.03607504,13.56557377,46.22691293,,,
2006-11-08,2769,-0.07217611,13.48360656,44.67084639,,,
2006-11-09,2767,-0.07222824,11.0798876,44.56635319,,,
2006-11-10,2769,0.07228045,10.09940358,43.10077519,,,
2006-11-13,2769,0.0,9.14465905,42.51158003,,,
2006-11-14,2767,-0.07222824,8.50980392,42.40864642,,,
2006-11-15,2763,-0.1445609,8.35294118,41.47465438,,,
2006-11-16,2766,0.10857763,5.61282932,40.62023386,,,
2006-11-17,2769,0.10845987,5.04552352,40.77275038,,,
2006-11-20,2770,0.03611412,4.68631897,39.75782038,,,
2006-11-21,2767,-0.10830325,4.57294029,39.60645812,,,
2006-11-22,2773,0.21684134,4.95836488,38.71935968,,,
2006-11-23,2776,0.10818608,5.15151515,38.24701195,,,
2006-11-24,2774,-0.07204611,5.15542077,38.14741036,,,
2006-11-27,2769,-0.18024513,4.72768533,36.94362018,,,
2006-11-28,2772,0.10834236,4.84114977,37.09198813,,,
2006-11-29,2778,0.21645022,4.71164719,37.38872404,,,
2006-11-30,2786,0.28797696,4.22745978,38.2630273,,,
2006-12-01,2792,0.21536253,4.02384501,38.8363998,,,
2006-12-04,2796,0.14326648,3.51721585,39.03530582,,,
2006-12-05,2805,0.32188841,1.81488203,39.41351889,,,
2006-12-06,2813,0.28520499,1.99419869,39.60297767,,,
2006-12-07,2828,0.53323854,1.90990991,40.34739454,,,
2006-12-08,2849,0.74257426,2.51889169,39.7939156,,,
2006-12-11,2867,0.63180063,2.31977159,39.85365854,,,
2006-12-12,2884,0.59295431,1.87212999,40.06799417,,,
2006-12-13,2900,0.55478502,1.29235068,40.02897151,,,
