股票代码,股票简称,关注,最新价
SH688621,阳光诺和,473,56.92
SH688006,杭可科技,473,20.68
SH688531,日联科技,473,63.6
SH603726,朗迪集团,473,11.66
SZ003004,声迅股份,473,23.24
SZ200596,古井贡B,473,108.84
SZ000547,航天发展,472,7.17
SH600278,东方创业,472,5.71
SH600167,联美控股,472,5.88
SH600665,天地源,471,2.28
SZ300167,ST迪威迅,471,1.39
SH603179,新泉股份,471,43.69
SZ002017,东信和平,471,8.95
SZ300422,博世科,471,4.58
SZ300165,天瑞仪器,470,3.65
SH900948,伊泰B股,470,1.807
SH601860,紫金银行,469,2.61
SH603378,亚士创能,469,5.78
SZ002768,国恩股份,469,20.22
SZ301126,达嘉维康,468,8.84
SH601609,金田股份,468,6.3
SH603809,豪能股份,468,10.02
SZ000680,山推股份,468,8.2
SZ002733,雄韬股份,468,13.01
SZ300203,聚光科技,468,11.48
SH600664,哈药股份,467,2.82
SH600545,卓郎智能,467,2.03
SZ002948,青岛银行,467,3.3
SZ300410,正业科技,467,5.24
SZ002175,东方智造,467,2.1
SZ002221,东华能源,467,9.01
SZ000970,中科三环,467,9.13
SH600766,*ST园城,466,11.47
SH688619,罗普特,466,8.1
SZ000559,万向钱潮,466,5.08
SZ300572,安车检测,466,10.76
SZ002614,奥佳华,466,7.1
SH603163,圣晖集成,466,28.07
SZ301087,可孚医疗,466,35.76
SZ002623,亚玛顿,465,19.82
SH603368,柳药集团,465,21.51
SH600807,济南高新,465,2.84
BJ430418,苏轴股份,465,21.63
SZ001872,招商港口,465,18.32
SZ000793,华闻集团,464,1.24
SH603209,兴通股份,464,14.57
SZ301285,鸿日达,464,23.18
SZ002416,爱施德,464,11.6
SH600007,中国国贸,464,22.73
SH605286,同力日升,464,21.29
SZ300112,万讯自控,463,7.69
SH603281,江瀚新材,463,24.84
SH688100,威胜信息,463,36.38
SZ301282,金禄电子,463,15.84
SH603979,金诚信,463,52.78
SZ300100,双林股份,462,9.93
SH688220,翱捷科技-U,462,36.33
BJ836077,吉林碳谷,462,12.75
SZ300395,菲利华,462,27.83
SH603610,麒盛科技,462,11.57
SH600959,江苏有线,462,2.92
SZ002388,新亚制程,462,3.85
SZ301061,匠心家居,461,68.39
SH688056,莱伯泰科,461,21.79
SH600513,联环药业,461,8.68
SH601921,浙版传媒,461,8.41
SH605376,博迁新材,461,21.32
SH603808,歌力思,460,7.82
SZ300246,宝莱特,460,6.7
SZ301353,普莱得,460,24.4
SZ300815,玉禾田,460,13.54
SH603279,景津装备,460,22.51
SZ300805,电声股份,460,6.89
SZ300470,中密控股,459,31.51
SH601139,深圳燃气,459,7.6
SH603880,ST南卫,459,3.5
SZ002545,东方铁塔,459,7.32
SH603681,永冠新材,459,12.6
SZ002977,天箭科技,459,28.77
SH688133,泰坦科技,458,26.8
SZ300584,海辰药业,458,15.58
SH688503,聚和材料,458,50.62
SZ002856,美芝股份,457,6.79
SH605377,华旺科技,457,21.43
SH603566,普莱柯,457,17.82
SZ300881,盛德鑫泰,457,25.48
SZ300967,晓鸣股份,456,8.92
SZ301331,恩威医药,456,37.99
SH605151,西上海,455,16.74
SZ301188,力诺特玻,455,14.97
SZ002935,天奥电子,454,16.84
SZ300531,优博讯,454,10.32
SZ000852,石化机械,454,6.28
SH603577,汇金通,453,6.97
SZ002883,中设股份,453,9.97
BJ873576,天力复合,453,20.32
BJ837748,路桥信息,453,15.13
SZ002277,友阿股份,453,2.33
SH600022,山东钢铁,453,1.31
SH603766,隆鑫通用,452,6.5
SZ300497,富祥药业,452,8.58
SH603332,苏州龙杰,452,7.29
SH603506,南都物业,452,8.65
SH603739,蔚蓝生物,452,10.2
SH601019,山东出版,452,10.43
SZ001234,泰慕士,451,16.21
SH688711,宏微科技,451,26.03
SH603586,金麒麟,451,12.82
SZ300656,民德电子,451,18.41
SH603070,万控智造,451,12.0
SZ002434,万里扬,451,5.88
SZ002489,浙江永强,450,2.45
SZ000415,渤海租赁,450,2.47
SH603013,亚普股份,450,15.11
SH600525,长园集团,450,4.33
SH600739,辽宁成大,450,9.81
SZ002321,华英农业,450,1.67
SZ000731,四川美丰,449,6.88
SH688332,中科蓝讯,449,57.09
SH688308,欧科亿,449,22.16
SZ002795,永和智控,449,4.18
SZ300804,广康生化,449,21.39
SZ300711,广哈通信,448,24.15
SZ002374,中锐股份,448,2.54
SZ300266,兴源环境,448,1.58
SZ300284,苏交科,448,10.2
SZ300828,锐新科技,448,11.35
SH603081,大丰实业,447,10.37
SZ300791,仙乐健康,447,37.99
SH603608,天创时尚,447,4.44
SH601069,西部黄金,447,10.95
SZ002790,瑞尔特,447,11.53
SZ003042,中农联合,447,14.16
SH600725,云维股份,446,2.67
SZ301468,博盈特焊,446,23.13
SZ300006,莱美药业,446,2.68
SZ002589,瑞康医药,446,2.47
SZ300417,南华仪器,445,7.09
SZ300237,美晨生态,445,1.32
SZ300469,信息发展,445,12.09
SH600581,八一钢铁,445,2.94
SZ002692,远程股份,445,3.79
SZ002539,云图控股,444,7.56
SZ002581,未名医药,444,12.48
SZ300901,中胤时尚,444,7.11
SH688192,迪哲医药-U,444,42.15
SH603067,振华股份,444,10.6
SZ002099,海翔药业,444,5.74
SH603843,正平股份,444,3.11
SH600396,*ST金山,444,2.53
SZ301365,矩阵股份,443,10.84
SH601216,君正集团,443,3.94
SH688137,近岸蛋白,443,32.52
SH688141,杰华特,443,14.43
SH603080,新疆火炬,443,14.17
SH603161,科华控股,443,14.87
SZ002283,天润工业,442,5.59
SH688450,光格科技,442,23.51
SZ000758,中色股份,442,4.59
SZ300996,普联软件,442,15.95
SZ000632,三木集团,442,2.94
SZ002683,广东宏大,442,22.1
SH603696,安记食品,441,8.4
SZ300332,天壕能源,441,5.6
SZ301328,维峰电子,441,38.95
SH688291,金橙子,441,18.51
SH688352,颀中科技,441,10.2
SZ000692,*ST惠天,441,2.28
SZ002337,赛象科技,441,4.49
SH688432,有研硅,441,8.99
SH688028,沃尔德,441,16.04
SZ002201,正威新材,441,5.28
SZ002880,卫光生物,440,28.99
BJ430300,辰光医疗,440,8.22
SH603300,华铁应急,440,5.68
SH600126,杭钢股份,439,4.95
SH688282,理工导航,439,22.31
SH600854,春兰股份,439,4.14
SZ300140,节能环境,439,6.58
SH688389,普门科技,439,18.77
SZ300918,南山智尚,439,9.04
SZ002062,宏润建设,439,4.0
SZ300635,中达安,438,8.28
SH688628,优利德,438,42.33
SH688786,悦安新材,438,33.59
SZ300879,大叶股份,438,13.28
SZ002816,*ST和科,438,9.92
SH688286,敏芯股份,438,33.12
SH600673,东阳光,437,8.35
SH600688,上海石化,437,2.74
SZ003016,欣贺股份,437,6.53
SH688365,光云科技,437,7.05
SH688201,信安世纪,436,15.34
SZ300662,科锐国际,436,19.31
SZ002345,潮宏基,436,6.09
SH600744,华银电力,436,2.99
SZ002911,佛燃能源,435,14.43
SH603171,税友股份,435,23.26
SZ301112,信邦智能,435,21.67
SZ002652,扬子新材,434,2.13
SZ002246,北化股份,434,7.86
SH600478,科力远,434,3.74
SZ002978,安宁股份,434,32.01
SZ301090,华润材料,433,9.22
SH600831,广电网络,432,3.62
SH688678,福立旺,432,14.98
SH600582,天地科技,432,7.6
SZ300013,新宁物流,432,2.14
SH600249,两面针,432,4.32
SH688295,中复神鹰,431,26.53
SH603180,金牌厨柜,431,20.91
SZ002973,侨银股份,431,9.69
SZ300311,任子行,431,4.26
SZ300591,万里马,431,3.72
SZ002429,兆驰股份,430,5.48
SH688121,卓然股份,430,16.36
SH603223,恒通股份,430,7.53
SH603938,三孚股份,430,12.59
SZ002706,良信股份,429,7.35
SH600405,动力源,429,3.98
SZ300858,科拓生物,429,15.02
SZ002076,星光股份,429,1.76
SZ000822,山东海化,429,7.17
SZ301295,美硕科技,429,24.5
SZ002356,赫美集团,429,3.7
SZ300787,海能实业,428,12.28
SZ301329,信音电子,428,17.02
SZ002483,润邦股份,428,5.24
SH688798,艾为电子,428,57.23
SZ002301,齐心集团,428,5.36
SZ000672,上峰水泥,427,7.11
SZ200869,张裕B,427,9.64
SZ301276,嘉曼服饰,427,21.44
SZ002496,辉丰股份,427,2.39
SZ000029,深深房A,427,10.18
SZ300675,建科院,427,12.1
SH603088,宁波精达,426,7.32
SZ002169,智光电气,426,5.16
SZ003028,振邦智能,426,39.67
SH688435,英方软件,425,33.3
SH603073,彩蝶实业,425,15.87
SZ000833,粤桂股份,425,6.17
SH688293,奥浦迈,425,31.99
SZ300276,三丰智能,425,3.72
SH688046,药康生物,425,11.86
SZ002592,ST八菱,425,5.09
SZ301008,宏昌科技,425,24.29
SZ002481,双塔食品,425,4.06
SZ002250,联化科技,425,5.27
SH601311,骆驼股份,424,7.92
SH688258,卓易信息,424,34.69
BJ834033,康普化学,424,32.08
SZ300834,星辉环材,424,18.31
SZ002393,力生制药,424,24.38
SZ002287,奇正藏药,424,22.65
SZ002823,凯中精密,423,10.03
SH603365,水星家纺,423,17.53
SZ002064,华峰化学,423,7.7
SZ300278,华昌达,423,3.33
SZ002063,远光软件,423,5.16
SZ301072,中捷精工,423,22.09
SH600070,ST富润,423,1.03
SH603879,永悦科技,423,5.77
SH688458,美芯晟,423,40.07
SZ300240,飞力达,423,5.12
SH688351,微电生理-U,423,24.98
SZ300965,恒宇信通,423,31.91
SZ300802,矩子科技,422,15.52
SZ300401,花园生物,422,10.81
SZ002755,奥赛康,422,9.52
SZ002134,天津普林,422,7.34
BJ836720,吉冈精密,421,8.5
SH688246,嘉和美康,421,22.18
SZ300553,集智股份,421,27.88
SZ002659,凯文教育,421,3.6
SH688237,超卓航科,420,20.73
SZ300581,晨曦航空,420,8.68
SZ301395,仁信新材,420,14.45
SH601369,陕鼓动力,420,9.36
SZ300547,川环科技,420,18.01
BJ837092,汉鑫科技,419,22.92
SH605287,德才股份,419,12.82
SH605199,葫芦娃,419,11.1
SH605258,协和电子,419,19.56
SZ002611,东方精工,419,6.4
SZ300194,福安药业,419,3.69
BJ831961,创远信科,418,11.9
SH603693,江苏新能,418,10.27
SZ300855,图南股份,417,24.04
SH601702,华峰铝业,417,19.1
SZ002162,悦心健康,417,3.46
SH605016,百龙创园,417,26.06
SZ000967,盈峰环境,417,5.03
BJ835174,五新隧装,416,18.59
SH601825,沪农商行,416,6.96
SZ300160,秀强股份,416,5.14
SH600320,振华重工,416,3.61
SH603278,大业股份,415,9.69
SZ002793,罗欣药业,415,4.22
SZ000011,深物业A,415,8.12
SZ300416,苏试试验,415,14.07
SZ300334,津膜科技,415,5.2
SH600490,鹏欣资源,415,3.67
SZ300147,香雪制药,415,3.55
SH688206,概伦电子,415,14.21
SZ300370,安控科技,415,1.87
SH601011,宝泰隆,415,2.18
SZ300686,智动力,414,6.71
SZ301298,东利机械,414,13.61
SZ002111,威海广泰,414,11.31
SZ301115,建科股份,414,15.56
SZ002859,洁美科技,414,20.05
SZ000652,泰达股份,414,3.42
SH603685,晨丰科技,414,13.27
SH688229,博睿数据,414,25.7
SH603699,纽威股份,414,17.98
SZ000861,海印股份,414,1.33
SZ300632,光莆股份,414,9.26
SZ300151,昌红科技,413,14.81
SH688336,三生国健,413,21.78
SZ300800,力合科技,413,10.04
SH600805,悦达投资,413,3.76
SZ002650,加加食品,413,2.8
SZ301109,军信股份,413,16.14
SH600810,神马股份,413,7.41
SH600835,上海机电,413,12.75
SH601038,一拖股份,413,16.63
SZ000020,深华发A,412,11.68
BJ833394,民士达,412,15.36
SH603113,金能科技,412,6.46
SZ002170,芭田股份,412,5.93
SH600252,中恒集团,412,2.24
SH600116,三峡水利,412,7.12
SH688315,诺禾致源,411,13.25
SZ301217,铜冠铜箔,411,10.29
SH600682,南京新百,411,5.42
SH605305,中际联合,411,39.86
SZ002785,万里石,411,23.22
SZ301356,天振股份,411,14.84
SH688290,景业智能,411,35.63
SZ000566,海南海药,410,3.39
SZ000505,京粮控股,410,6.23
SZ002003,伟星股份,410,11.8
SZ300452,山河药辅,409,12.53
SZ300345,华民股份,409,6.99
BJ430017,星昊医药,409,11.24
SZ301303,真兰仪表,409,17.38
SZ000567,海德股份,409,8.94
SZ300061,旗天科技,409,3.89
SZ300758,七彩化学,408,9.25
SH605081,太和水,408,10.02
SZ300077,国民技术,408,8.76
SH688302,海创药业-U,408,26.69
SZ300183,东软载波,408,11.48
SZ301548,崇德科技,408,47.16
SZ000088,盐田港,408,4.89
SH605008,长鸿高科,408,13.84
SZ002745,木林森,408,8.11
SZ300702,天宇股份,407,17.78
SH601512,中新集团,407,7.39
SZ002083,孚日股份,407,4.73
SH600470,六国化工,407,4.26
SZ000040,东旭蓝天,407,2.47
SZ300125,聆达股份,406,5.59
SH603520,司太立,406,11.71
SZ002227,奥特迅,406,8.47
SZ300698,万马科技,406,29.47
SZ301296,新巨丰,405,8.19
SH601101,昊华能源,405,7.86
SZ300665,飞鹿股份,405,6.46
SH603838,四通股份,405,6.25
SZ301233,盛帮股份,405,42.38
SZ300145,中金环境,405,2.95
SZ300981,中红医疗,405,11.16
SZ002289,ST宇顺,405,3.54
SH688488,艾迪药业,405,15.4
SH603150,万朗磁塑,405,26.07
SH600716,凤凰股份,405,2.82
SZ002759,天际股份,405,9.09
SH603859,能科科技,405,35.51
SZ001316,润贝航科,404,28.78
SZ000898,鞍钢股份,404,2.38
SH601089,福元医药,404,15.28
SZ002014,永新股份,403,10.42
SZ000657,中钨高新,403,10.54
SH600491,龙元建设,403,2.46
SH605116,奥锐特,403,23.42
SZ002034,旺能环境,403,13.73
SZ002204,大连重工,403,4.69
SZ300947,德必集团,403,10.58
SH688768,容知日新,403,24.65
BJ835179,凯德石英,402,16.21
SZ002831,裕同科技,402,24.9
SZ002086,*ST东洋,402,2.65
SH603048,浙江黎明,401,14.09
SH603122,合富中国,401,5.9
SH688368,晶丰明源,401,66.96
BJ831087,秋乐种业,401,7.6
SZ002732,燕塘乳业,401,17.22
SH603518,锦泓集团,401,10.36
SH688210,统联精密,401,18.28
SH603868,飞科电器,401,50.16
SH603330,天洋新材,401,4.99
SZ000627,天茂集团,401,2.22
SH603040,新坐标,401,19.95
SZ002443,金洲管道,401,5.75
SZ002641,公元股份,400,4.75
SZ301016,雷尔伟,400,16.57
SZ002724,海洋王,400,5.39
SZ000025,特力A,400,14.59
SH688148,芳源股份,399,4.2
SZ000534,万泽股份,399,11.27
SZ300966,共同药业,399,14.97
SH688589,力合微,399,28.39
SH603109,神驰机电,399,15.59
SZ300818,耐普矿机,399,40.06
SH688162,巨一科技,398,20.25
SH600784,鲁银投资,398,4.83
SH688512,慧智微-U,398,9.61
SZ002421,达实智能,398,2.69
SZ301175,中科环保,397,4.8
SH600218,全柴动力,397,7.45
SZ000420,吉林化纤,397,3.79
SZ000078,海王生物,396,2.17
SZ000685,中山公用,396,7.96
SH603327,福蓉科技,396,14.44
SH688588,凌志软件,396,8.73
SZ300102,乾照光电,396,6.14
SH603165,荣晟环保,396,10.81
SZ301232,飞沃科技,396,39.7
SH603276,恒兴新材,395,18.88
SZ301355,南王科技,395,11.41
SZ002102,能特科技,395,2.55
SH688087,英科再生,394,27.86
SH603193,润本股份,394,18.08
SZ300995,奇德新材,394,17.05
SH688272,*ST富吉,394,14.1
SZ300893,松原股份,394,29.95
SH688090,瑞松科技,394,22.16
SH688660,电气风电,393,3.29
SH601619,嘉泽新能,393,3.45
SH601018,宁波港,393,3.56
SH605368,蓝天燃气,388,13.7
SH600579,克劳斯,383,5.67
SH600495,晋西车轴,379,3.73
SZ002004,华邦健康,377,4.4
SZ002986,宇新股份,0,15.17
SZ300259,新天科技,0,2.98
SH603508,思维列控,0,20.97
SZ300155,安居宝,0,3.42
SH600650,锦江在线,0,7.48
BJ430139,华岭股份,0,10.19
SZ200726,鲁泰B,0,4.28
SZ300176,派生科技,0,4.69
SZ300214,日科化学,0,5.47
SZ300205,ST天喻,0,6.37
SZ300289,利德曼,0,4.31
SZ300195,长荣股份,0,4.67
SH603551,奥普家居,0,11.75
SH603556,海兴电力,0,46.29
SZ300174,元力股份,0,15.73
SZ301539,宏鑫科技,0,25.61
SZ301566,达利凯普,0,16.18
SH688398,赛特新材,0,30.85
SZ300382,斯莱克,0,7.04
SZ300478,杭州高新,0,9.34
SH688200,华峰测控,0,100.65
SH688215,瑞晟智能,0,23.73
SH688251,井松智能,0,18.78
BJ836263,中航泰达,0,6.09
SH600112,ST天成,0,1.4
SH601616,广电电气,0,2.75
SZ003036,泰坦股份,0,8.82
SZ000931,中关村,0,4.04
SH603166,福达股份,0,5.62
SH600193,创兴资源,0,3.53
SH600184,光电股份,0,9.57
SZ301019,宁波色母,0,18.1
SZ000695,滨海能源,0,8.08
SH688150,莱特光电,0,20.9
SZ000659,珠海中富,0,1.74
SH688092,爱科科技,0,37.04
SH605060,联德股份,0,15.97
SH688103,国力股份,0,31.35
SH688077,大地熊,0,14.7
SH603121,华培动力,0,8.41
SZ000698,沈阳化工,0,3.18
SZ000751,锌业股份,0,3.08
SH600927,永安期货,0,13.24
SZ301317,鑫磊股份,0,16.93
SH600876,凯盛新能,0,11.41
SZ301180,万祥科技,0,12.79
SZ301156,美农生物,0,14.61
SH688053,思科瑞,0,26.39
BJ831855,浙江大农,0,8.35
SZ000791,甘肃能源,0,5.96
SH688163,赛伦生物,0,13.73
SZ301220,亚香股份,0,24.59
BJ872895,花溪科技,0,7.65
SH600493,凤竹纺织,0,4.92
SH601880,辽港股份,0,1.41
SH601799,星宇股份,0,133.71
SH601886,江河集团,0,5.73
SH600505,西昌电力,0,7.5
SH600538,国发股份,0,4.91
SH600558,大西洋,0,4.19
SH600543,*ST莫高,0,4.88
SH601838,成都银行,0,14.14
SZ002123,梦网科技,0,7.86
SH600368,五洲交通,0,4.29
SH600400,红豆股份,0,2.44
SZ002066,瑞泰科技,0,8.54
SH605100,华丰股份,0,13.29
SH600279,重庆港,0,4.36
SZ002025,航天电器,0,39.82
BJ430090,同辉信息,0,2.96
BJ835892,中科美菱,0,9.12
SH601798,蓝科高新,0,5.89
SH600569,安阳钢铁,0,1.72
SH600500,中化国际,0,3.91
SH600539,狮头股份,0,4.27
SH600568,ST中珠,0,1.44
SH605398,新炬网络,0,21.1
SH600510,黑牡丹,0,4.3
SH600516,方大炭素,0,4.77
SH600518,ST康美,0,1.91
BJ833171,国航远洋,0,4.0
SZ002129,TCL中环,0,9.74
SH600358,国旅联合,0,3.26
SZ002012,凯恩股份,0,3.91
SH605198,安德利,0,43.14
BJ833509,同惠电子,0,7.14
SZ003041,真爱美家,0,12.13
SZ003006,百亚股份,0,20.13
SH600210,紫江企业,0,6.15
SH603128,华贸物流,0,6.26
SH688103,国力股份,0,31.35
SH603172,万丰股份,0,12.57
SH688049,炬芯科技,0,26.41
BJ872392,佳合科技,0,8.73
BJ873679,前进科技,0,15.05
BJ838262,太湖雪,0,12.18
BJ873223,荣亿精密,0,3.06
BJ838810,春光药装,0,7.52
BJ839792,东和新材,0,6.16
BJ873167,新赣江,0,9.98
BJ836260,中寰股份,0,6.28
BJ871694,中裕科技,0,14.79
BJ870436,大地电气,0,10.0
BJ831768,拾比佰,0,4.18
BJ834062,科润智控,0,5.88
BJ838227,美登科技,0,21.92
SH900908,氯碱B股,0,0.503
SZ200055,方大B,0,1.75
BJ832145,恒合股份,0,5.08
SH688119,中钢洛耐,0,3.69
BJ839729,永顺生物,0,5.73
SZ000777,中核科技,0,19.16
SH600871,石化油服,0,1.85
SH600826,兰生股份,0,8.65
BJ873665,科强股份,0,8.03
SH603058,永吉股份,0,7.75
SZ301059,金三江,0,8.49
SH603182,嘉华股份,0,10.99
SH601677,明泰铝业,0,12.32
SH600366,宁波韵升,0,5.53
SH600429,三元股份,0,4.1
SH600367,红星发展,0,10.28
SZ002016,世荣兆业,0,5.32
SH605255,天普股份,0,13.68
SH603375,盛景微,0,50.33
SZ300082,奥克股份,0,4.64
SH600681,百川能源,0,3.81
SZ300067,安诺其,0,4.48
SZ300103,达刚控股,0,4.08
SH688566,吉贝尔,0,25.24
SZ002863,今飞凯达,0,4.26
SZ300190,维尔利,0,2.96
SZ300056,中创环保,0,8.85
SZ300074,华平股份,0,4.1
SZ300119,瑞普生物,0,15.89
SH600734,ST实达,0,3.42
SZ300030,阳普医疗,0,4.33
SZ002986,宇新股份,0,15.17
SZ300259,新天科技,0,2.98
SZ301223,中荣股份,0,14.72
SZ300155,安居宝,0,3.42
SZ300214,日科化学,0,5.47
SH603556,海兴电力,0,46.29
BJ830779,武汉蓝电,0,26.75
SZ002998,优彩资源,0,6.54
SH603331,百达精工,0,10.31
SZ002826,易明医药,0,7.98
SZ200581,苏威孚B,0,10.92
SZ002662,京威股份,0,3.23
SZ002674,兴业科技,0,12.05
SZ001318,阳光乳业,0,11.05
SH688386,泛亚微透,0,30.76
SH603213,镇洋发展,0,9.12
SZ002391,长青股份,0,4.9
SZ001206,依依股份,0,13.2
SZ002562,兄弟科技,0,3.13
SH600017,日照港,0,2.82
SZ300690,双一科技,0,27.09
SZ002226,江南化工,0,4.71
SH603755,日辰股份,0,21.5
SH900911,金桥B股,0,0.898
SZ300851,交大思诺,0,25.66
SZ300848,美瑞新材,0,18.65
SH688799,华纳药厂,0,45.34
SH603848,好太太,0,14.2
SZ300899,上海凯鑫,0,20.57
BJ838670,恒进感应,0,8.81
SZ300983,尤安设计,0,23.53
SH688631,莱斯信息,0,83.61
SZ002367,康力电梯,0,7.29
SH603698,航天工程,0,13.71
SH603656,泰禾智能,0,12.03
SH603638,艾迪精密,0,16.0
SZ300984,金沃股份,0,20.84
SZ301246,宏源药业,0,15.46
SH600798,宁波海运,0,3.17
SH600800,渤海化学,0,2.38
SH600668,尖峰集团,0,8.63
SH600638,新黄浦,0,3.84
SZ300080,易成新能,0,3.85
BJ873806,云星宇,0,8.06
SZ301336,趣睡科技,0,29.95
SH600675,中华企业,0,2.66
BJ430139,华岭股份,0,10.19
SH600693,东百集团,0,3.12
SZ200726,鲁泰B,0,4.28
SH688565,力源科技,0,4.71
SZ002996,顺博合金,0,8.17
SZ300281,金明精机,0,4.21
BJ836208,青矩技术,0,38.84
SZ001379,腾达科技,0,15.6
SZ300289,利德曼,0,4.31
SH688526,科前生物,0,17.7
BJ838837,华原股份,0,5.77
SH603337,杰克股份,0,24.58
SH603398,沐邦高科,0,16.81
SZ300640,德艺文创,0,4.56
SZ002566,益盛药业,0,6.95
SH603897,长城科技,0,18.93
SH900903,大众B股,0,0.19
BJ832278,鹿得医疗,0,5.61
SZ002688,金河生物,0,3.71
SZ300486,东杰智能,0,4.82
SZ002552,宝鼎科技,0,14.23
SH603898,好莱客,0,8.88
SZ002501,利源股份,0,1.14
SH603889,新澳股份,0,7.36
SH603922,金鸿顺,0,27.52
SH603928,兴业股份,0,10.24
SZ300719,安达维尔,0,22.86
SZ300512,中亚股份,0,6.12
SZ300509,新美星,0,4.93
SZ300569,天能重工,0,4.76
SZ300536,农尚环境,0,14.85
SH600052,东望时代,0,3.7
SH603798,康普顿,0,9.06
SH900936,鄂资B股,0,0.998
SZ300626,华瑞股份,0,6.57
SZ300437,清水源,0,9.0
SZ300703,创源股份,0,8.7
SH603308,应流股份,0,14.84
SZ000153,丰原药业,0,7.69
SH603221,爱丽家居,0,8.77
SH688217,睿昂基因,0,23.54
SH688211,中科微至,0,29.15
SH603867,新化股份,0,25.86
SZ300715,凯伦股份,0,8.08
SH601113,华鼎股份,0,3.38
SH601330,绿色动力,0,6.64
SZ002344,海宁皮城,0,3.42
SH603499,翔港科技,0,17.78
SZ300239,东宝生物,0,4.8
SZ300382,斯莱克,0,7.04
SZ301577,美信科技,0,48.97
SZ000026,飞亚达,0,10.84
SZ300386,飞天诚信,0,6.65
SZ002789,建艺集团,0,8.8
SZ002769,普路通,0,5.81
SZ300492,华图山鼎,0,87.74
SZ200017,深中华B,0,1.82
SZ200011,深物业B,0,3.89
SH900924,上工B股,0,0.312
SH688701,卓锦股份,0,4.86
SZ300829,金丹科技,0,15.13
SZ300546,雄帝科技,0,9.88
SH603823,百合花,0,7.3
SZ300940,南极光,0,15.35
SZ300930,屹通新材,0,17.12
SH688601,力芯微,0,40.31
SH688616,西力科技,0,9.96
SZ002136,安纳达,0,9.56
SZ300923,研奥股份,0,17.19
SH688603,天承科技,0,45.21
BJ831834,三维股份,0,5.62
BJ834261,一诺威,0,7.0
BJ833873,中设咨询,0,3.41
BJ836675,秉扬科技,0,6.29
BJ837242,建邦科技,0,16.11
SH900952,锦港B股,0,0.171
BJ430718,合肥高科,0,9.78
BJ873305,九菱科技,0,16.79
SZ200028,一致B,0,14.62
SZ200512,闽灿坤B,0,3.13
BJ430556,雅达股份,0,5.05
SH900904,神奇B股,0,0.605
BJ834058,华洋赛车,0,16.0
BJ838171,邦德股份,0,11.76
BJ873570,坤博精工,0,51.85
SH600727,鲁北化工,0,5.67
SH600768,宁波富邦,0,8.3
SZ301300,远翔新材,0,21.88
SZ300046,台基股份,0,10.27
SZ300040,九洲集团,0,4.2
SH600821,金开新能,0,5.75
SZ000520,凤凰航运,0,2.46
SZ000788,北大医药,0,4.86
SZ301193,家联科技,0,19.9
SH600874,创业环保,0,5.95
SH600889,南京化纤,0,3.8
SZ301265,华新环保,0,8.96
SH600866,星湖科技,0,5.14
SH600833,第一医药,0,11.18
SH600851,海欣股份,0,5.42
SH600714,金瑞矿业,0,7.0
SZ300076,GQY视讯,0,3.69
SZ300187,永清环保,0,5.96
SH688401,路维光电,0,24.85
SZ300173,福能东方,0,3.86
SH600713,南京医药,0,4.68
SZ301317,鑫磊股份,0,16.93
SH603508,思维列控,0,20.97
SZ000407,胜利股份,0,3.08
SH600650,锦江在线,0,7.48
SH601996,丰林集团,0,2.19
SH600624,复旦复华,0,3.91
SH600648,外高桥,0,8.88
SH688518,联赢激光,0,13.87
SZ300175,朗源股份,0,4.59
SZ300176,派生科技,0,4.69
SH688420,美腾科技,0,21.26
SZ300162,雷曼光电,0,4.9
SZ300195,长荣股份,0,4.67
SH603551,奥普家居,0,11.75
SH603609,禾丰股份,0,7.02
SZ300205,ST天喻,0,6.37
SH688511,天微电子,0,25.03
SZ000068,华控赛格,0,3.35
SZ300174,元力股份,0,15.73
SZ300241,瑞丰光电,0,3.48
SH688398,赛特新材,0,30.85
SZ300478,杭州高新,0,9.34
SH688200,华峰测控,0,100.65
SH688215,瑞晟智能,0,23.73
SH688251,井松智能,0,18.78
SZ002910,庄园牧场,0,7.4
SZ000042,中洲控股,0,3.72
SZ301539,宏鑫科技,0,25.61
SZ301566,达利凯普,0,16.18
SZ300350,华鹏飞,0,5.28
SZ002672,东江环保,0,4.23
SZ002678,珠江钢琴,0,4.07
SZ300517,海波重科,0,7.18
BJ831627,力王股份,0,11.57
SZ300577,开润股份,0,19.58
SZ002398,垒知集团,0,3.9
SZ300658,延江股份,0,4.63
SZ300484,蓝海华腾,0,18.0
SZ002722,物产金轮,0,12.71
SZ300305,裕兴股份,0,6.27
SZ300440,运达科技,0,5.84
SZ300282,*ST三盛,0,1.09
SZ002575,群兴玩具,0,5.64
BJ836263,中航泰达,0,6.09
SZ300664,鹏鹞环保,0,4.71
SH603909,建发合诚,0,9.74
SH688219,会通股份,0,8.33
SZ300425,中建环能,0,4.49
SZ300485,赛升药业,0,7.64
SH688288,鸿泉物联,0,13.28
SZ200429,粤高速B,0,6.91
SZ002753,永东股份,0,5.94
SH688252,天德钰,0,13.58
SZ300318,博晖创新,0,4.65
SH603329,上海雅仕,0,12.33
SH688379,华光新材,0,14.99
SZ002637,赞宇科技,0,8.83
SZ300453,三鑫医疗,0,7.34
SZ000159,国际实业,0,5.53
SZ300402,宝色股份,0,14.87
SZ300435,中泰股份,0,13.27
SH688683,莱尔科技,0,16.46
SH603657,春光科技,0,15.8
SH603648,畅联股份,0,8.56
SH603633,徕木股份,0,7.11
