Name of Institution,Street Address,City,ZIP Code,County,Georeference
Ridgewood Savings Bank,125 NY-340,SPARKILL,10976,Rockland,POINT (-73.926520478 41.030349619)
Ridgewood Savings Bank,202-16 Rockaway Point Boulevard,Breezy Point,11697,Queens,POINT (-73.91224045 40.561322961)
Ridgewood Savings Bank,220 Old Country Road,Hicksville,11801,Nassau,POINT (-73.52937875 40.76225055)
Ridgewood Savings Bank,8522 3rd Avenue,Brooklyn,11209,Kings,POINT (-74.031103213 40.623781048)
Ridgewood Savings Bank,317 South Wellwood Avenue,Lindenhurst,11757,Suffolk,POINT (-73.370541434 40.683908589)
Ridgewood Savings Bank,205-09/11 HILLSIDE AVENUE,HOLLIS,11423,Queens,POINT (-73.760454913 40.721101985)
Ridgewood Savings Bank,2080 BELLMORE AVENUE,BELLMORE,11710,Nassau,POINT (-73.526896785 40.672474918)
Ridgewood Savings Bank,25-29 Parsons Boulevard,Flushing,11354,Queens,POINT (-73.823577433 40.775799561)
Ridgewood Savings Bank,1010 HEMPSTEAD TURNPIKE,FRANKLIN SQUARE,11010,Nassau,POINT (-73.677406597 40.707815034)
Ridgewood Savings Bank,107-55 Queens Boulevard,Forest Hills,11375,Queens,POINT (-73.844132458 40.721890345)
Ridgewood Savings Bank,230-22 MERRICK BOULEVARD,LAURELTON,11413,Queens,POINT (-73.739806178 40.675745495)
Ridgewood Savings Bank,1981 Marcus Avenue,New Hyde Park,11042,Nassau,POINT (-73.695185955 40.755336443)
Ridgewood Savings Bank,2465 Jericho Turnpike,Garden City Park,11040,Nassau,POINT (-73.657904861 40.743579664)
Ridgewood Savings Bank,7020 13th Avenue,Brooklyn,11228,Kings,POINT (-74.005014456 40.622842401)
Ridgewood Savings Bank,65-01 MYRTLE AVENUE,GLENDALE,11385,Queens,POINT (-73.89013712 40.701281047)
Ridgewood Savings Bank,7124 18th Avenue,Brooklyn,11204,Kings,POINT (-73.994242621 40.615327228)
Ridgewood Savings Bank,208-24 Cross Island Parkway,Bayside,11360,Queens,POINT (-73.785085638 40.788452798)
Ridgewood Savings Bank,1134 MORRIS PARK AVENUE,BRONX,10461,Bronx,POINT (-73.851513562 40.850070976)
Ridgewood Savings Bank,3951 WHITE PLAINS ROAD,BRONX,10466,Bronx,POINT (-73.860966169 40.887315753)
Ridgewood Savings Bank,74-25 Grand Avenue,Elmhurst,11373,Queens,POINT (-73.886993403 40.73046193)
Ridgewood Savings Bank,50 ROUTE 109,WEST BABYLON,11704,Suffolk,POINT (-73.345999389 40.704581547)
Ridgewood Savings Bank,244 Court Street,Brooklyn,11201,Kings,POINT (-73.994452252 40.685711159)
Ridgewood Savings Bank,43-14 Ditmars Boulevard,Astoria,11105,Queens,POINT (-73.904067592 40.770657054)
Ridgewood Savings Bank,711 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.866742558 40.865599793)
Ridgewood Savings Bank,382 Pelham Road,New Rochelle,10805,Westchester,POINT (-73.778212674 40.897104303)
Ridgewood Savings Bank,670 McLean Avenue,Yonkers,10704,Westchester,POINT (-73.877004193 40.908661977)
Ridgewood Savings Bank,1770 East Gunhill Road,Bronx,10469,Bronx,POINT (-73.834653447 40.863318784)
Ridgewood Savings Bank,3445 Jerome Avenue,Bronx,10467,Bronx,POINT (-73.882933545 40.881477171)
Ridgewood Savings Bank,3899 Sedgwick Avenue,Bronx,10463,Bronx,POINT (-73.893141362 40.882851007)
Ridgewood Savings Bank,1404 Second Avenue,New York,10021,New York,POINT (-73.957595934 40.769551774)
Ridgewood Savings Bank,2520 East 17th Street,Brooklyn,11235,Kings,POINT (-73.952907936 40.589696081)
Ridgewood Savings Bank,1745 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.831896472 40.846210733)
Ridgewood Savings Bank,1646 First Avenue,New York,10028,New York,POINT (-73.949483425 40.776363956)
Ridgewood Savings Bank,1035 FULTON ST.,BROOKLYN,11238,Kings,POINT (-73.960521721 40.682464135)
Ridgewood Savings Bank,1125 Old Country Rd.,Plainview,11803,Nassau,POINT (-73.465328018 40.77577475)
Ridgewood Savings Bank,71-02 Forest Ave.,Ridgewood,11385,New York,POINT (-73.90021594 40.700355349)
Ridgewood Savings Bank,222 CLINTON AVE,BROOKLYN,11205,Kings,POINT (-73.968721905 40.691349581)
Ridgewood Savings Bank,541 Boulevard East,Yaphank,11980,Suffolk,POINT (-72.918039447 40.812076517)
Ridgewood Savings Bank,8000 Utopia Parkway,Jamaica,11432,Queens,POINT (-73.79482784 40.721815913)
Ridgewood Savings Bank,835 Atlantic Avenue,Baldwin Harbor,11510,Nassau,POINT (-73.611057714 40.639222106)
Rochester & Monroe Co. Employees Federal Credit Union,1555 Long Pond Rd.,Rochester,14626,Monroe,POINT (-77.705515408 43.191929545)
Rome Federal Credit Union,937 Seneca Street,Rome,13440,Oneida,POINT (-75.431992484 43.207876199)
"Rome Savings Bank, FSB",9196 Main St.,Westernville,13486,Oneida,POINT (-75.381541474 43.306579899)
"Rome Savings Bank, FSB",8591 Turin Road,Rome,13440,Oneida,POINT (-75.470209604 43.277422359)
"Rome Savings Bank, FSB",7812 Turin Rd.,Rome,13440,Oneida,POINT (-75.454924617 43.24022297)
"Rome Savings Bank, FSB",9074 Dopp Hill Road,Westernville,13486,Oneida,POINT (-75.386567748 43.301512549)
"Rome Savings Bank, FSB",1300 E. Dominick St.,Rome,13440,Oneida,POINT (-75.435401783 43.204345918)
"Rome Savings Bank, FSB",7282 W. Main St.,Westmoreland,13490,Oneida,POINT (-75.405236478 43.115290329)
"Rome Savings Bank, FSB",Erie Blvd. W.,Rome,13440,Oneida,POINT (-75.477176834 43.217967546)
Rome Teachers Federal Credit Union,924 Turin Street,Rome,13440,Oneida,POINT (-75.454862423 43.236638365)
Rome Teachers Federal Credit Union,13 S Park St,Camden,13316,Oneida,POINT (-75.747003684 43.335176103)
Rondout Savings Bank,300 Broadway,Kingston,12401,Ulster,POINT (-73.990713337 41.925599744)
Rondout Savings Bank,130 Schwenck Drive,Kingston,12401,Ulster,POINT (-74.022814182 41.937040119)
Rondout Savings Bank,295-4 Route 375,West Hurley,12491,Ulster,POINT (-74.105394117 42.005840206)
Rondout Savings Bank,4269 Albany Post Road,Hyde Park,12538,Dutchess,POINT (-73.932875187 41.78282274)
Rondout Savings Bank,1296 Ulster Avenue,Kingston,12401,Ulster,POINT (-73.988283087 41.969006812)
Royal Business Bank,5503 8th Avenue,Brooklyn,11220,Kings,POINT (-74.006631828 40.638117288)
Royal Business Bank,5902 8th Avenue,Brooklyn,11220,Kings,POINT (-74.009173053 40.636076127)
Royal Business Bank,42-08 Main Street,Flushing,11355,Queens,POINT (-73.82838018 40.755123375)
Royal Business Bank,2057 86th Street,Brooklyn,11214,Kings,POINT (-73.996745708 40.603896785)
Royal Business Bank,179 CANAL STREET,NEW YORK,10013,New York,POINT (-73.997431097 40.716872518)
Royal Business Bank,135-34 Roosevelt Blvd,Flushing,11354,Queens,POINT (-73.830802466 40.759223132)
Royal Business Bank,86-55 Broadway,Elmhurst,11373,Queens,POINT (-73.877222787 40.737197418)
Salisbury Bank and Trust Company,5 Dover Village Plaza,Dover,12522,Dutchess,POINT (-73.579778631 41.734383303)
Salisbury Bank and Trust Company,87 Main Street,Millerton,12546,Dutchess,POINT (-73.506332372 41.953302101)
Salisbury Bank and Trust Company,40 Garden Street,Poughkeepsie,12601,Dutchess,POINT (-73.926936776 41.704858803)
Salisbury Bank and Trust Company,275 Main Street,New Paltz,12561,Ulster,POINT (-74.068516006 41.742543924)
Salisbury Bank and Trust Company,701 Route 9,Fishkill,12524,Dutchess,POINT (-73.899218828 41.535029878)
Salisbury Bank and Trust Company,801 Auto Park Place,Newburgh,12550,Orange,POINT (-74.064611464 41.503540283)
Santander Bank,2655 Richmond Avenue,Staten Island,10314,Richmond,POINT (-74.166456784 40.581819271)
Santander Bank,260 New Dorp Lane,Staten Island,10306,Richmond,POINT (-74.113641658 40.572354426)
Santander Bank,5472 Amboy Road,Staten Island,10312,Richmond,POINT (-74.191815729 40.531707267)
Santander Bank,215 ATLANTIC AVENUE,BROOKLYN,11201,Kings,POINT (-73.992137338 40.689795618)
Santander Bank,149-37  14TH AVENUE,WHITESTONE,11357,Queens,POINT (-73.814882549 40.788705596)
Santander Bank,998 Franklin Avenue,Garden City,11530,Nassau,POINT (-73.635938975 40.7293968)
Santander Bank,1850 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.125431224 40.61275566)
Santander Bank,437 MADISON AVE,NEW YORK,10022,New York,POINT (-73.9756441 40.757478858)
Santander Bank,1290 Avenue of the Americas,New York,10019,New York,POINT (-73.979488543 40.760736401)
Santander Bank,389 East 149th Street,Bronx,10455,Bronx,POINT (-73.918235104 40.81639316)
Santander Bank,190 East 98th Street,Brooklyn,11212,Kings,POINT (-73.920666694 40.662774081)
Santander Bank,893 Flatbush Ave,Brooklyn,11226,Kings,POINT (-73.958450888 40.650106846)
Santander Bank,2814 Broadway,New York,10025,New York,POINT (-73.967066144 40.803237888)
Santander Bank,220 East 161st Street,Bronx,10451,Bronx,POINT (-73.920639117 40.824980587)
Santander Bank,715 Lexington Ave,Manhattan,10022,New York,POINT (-73.968596512 40.761426441)
Santander Bank,126-14 Merrick Blvd,Queens,11434,Queens,POINT (-73.766117726 40.681611193)
Santander Bank,1298 Fulton Street,Brooklyn,11216,Kings,POINT (-73.948773394 40.680235094)
Santander Bank,2168 White Plains Road,Bronx,10462,Bronx,POINT (-73.867477064 40.855430239)
Santander Bank,136-11 Roosevelt Ave,Queens,11354,Queens,POINT (-73.829660012 40.759813008)
Santander Bank,4823 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99186786 40.63507034)
Santander Bank,85-87 N 6th Ave,Brooklyn,11249,Kings,POINT (-73.960514006 40.718710017)
Santander Bank,37-10 Broadway,Long Island City,11103,Queens,POINT (-73.920392019 40.759506273)
Santander Bank,7500 Fifth Avenue - Bay Ridge Parkway # 25,Brooklyn,11209,Kings,POINT (-74.02283983 40.629424751)
Santander Bank,301 Avenue U,Brooklyn,11223,Kings,POINT (-73.972904977 40.597149311)
Santander Bank,1302 Avenue J,Brooklyn,11230,Kings,POINT (-73.963047273 40.624878658)
Santander Bank,234 Prospect Park West,Brooklyn,11215,Kings,POINT (-73.981258298 40.65956641)
Santander Bank,440 Avenue P,Brooklyn,11223,Kings,POINT (-73.971211749 40.608873288)
Santander Bank,4310 Amboy Road,Staten Island,10312,Richmond,POINT (-74.159354881 40.545657059)
Santander Bank,226 EAST 86TH STREET,NEW YORK,10028,New York,POINT (-73.952935177 40.77821841)
Santander Bank,717 Manhattan Avenue,Brooklyn,11222,Kings,POINT (-73.952141997 40.725927782)
Santander Bank,222 BROADWAY,NEW YORK,10038,New York,POINT (-74.008765693 40.711023165)
Santander Bank,81 Water Street,Staten Island,10304,Richmond,POINT (-74.076938645 40.627168049)
Santander Bank,15 Hyatt Street,Staten Island,10301,Richmond,POINT (-74.076965048 40.642151246)
Santander Bank,1837 Victory Boulevard,Staten Island,10314,Richmond,POINT (-74.124793864 40.613136199)
Santander Bank,1320 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.085519451 40.596243604)
Santander Bank,475 Forest Avenue,Staten Island,10301,Richmond,POINT (-74.105328486 40.630743644)
Santander Bank,3150 Amboy Road,Staten Island,10306,Richmond,POINT (-74.132048569 40.563910497)
Santander Bank,900 Huguenot Avenue,Staten Island,10312,Richmond,POINT (-74.192200207 40.532377316)
Santander Bank,2700 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.112824003 40.56564752)
Santander Bank,4025 Amboy Road,Staten Island,10308,Richmond,POINT (-74.151091498 40.549911461)
Santander Bank,6975 AMBOY ROAD,STATEN ISLAND,10307,Richmond,POINT (-74.233284106 40.516257072)
Santander Bank,43 Richmond Hill Road,Staten Island,10314,Richmond,POINT (-74.166052357 40.588352587)
Santander Bank,6424 18th Avenue,Brooklyn,11204,Kings,POINT (-73.990158119 40.619371371)
Santander Bank,23 Newkirk Plaza,Brooklyn,11226,Kings,POINT (-73.962552656 40.634599319)
Santander Bank,443 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.657349038 40.753060296)
Santander Bank,23-56 Bell Boulevard,Bayside,11360,Queens,POINT (-73.775498669 40.780376415)
Santander Bank,250 Lexington Avenue,New York,10016,New York,POINT (-73.979767074 40.746649607)
Santander Bank,1416 East Avenue,Bronx,10462,Bronx,POINT (-73.860231914 40.835979907)
Santander Bank,2228 BROADWAY,MANHATTAN,10027,New York,POINT (-73.960308663 40.812711217)
Santander Bank,1769 86th Street,Brooklyn,11214,Kings,POINT (-74.002652938 40.607465254)
Santander Bank,4514 16th Avenue,Brooklyn,11204,Kings,POINT (-73.983351154 40.633197389)
Santander Bank,22-59 31st Street,Long Island City,11105,Queens,POINT (-73.912153195 40.774710332)
Santander Bank,24-28 34th Street,Long Island City,11106,Queens,POINT (-73.930765127 40.761179342)
Santander Bank,83-20 ROOSEVELT AVENUE,JACKSON HEIGHTS,11372,Queens,POINT (-73.882320241 40.747672241)
Santander Bank,75-81 31st Avenue,Jackson Heights,11370,Queens,POINT (-73.891250907 40.760187847)
Santander Bank,89-01 Northern Boulevard,Jackson Heights,11372,Queens,POINT (-73.878736558 40.756420852)
Santander Bank,150-28 Union Turnpike,Flushing,11367,Queens,POINT (-73.811897502 40.718968539)
Santander Bank,189 MONTAGUE STREET,BROOKLYN,11201,Kings,POINT (-73.991692762 40.694209235)
Santander Bank,1550 RICHMOND ROAD,STATEN ISLAND,10304,Richmond,POINT (-74.100779041 40.591946664)
Santander Bank,330 Madison Avenue,New York,10017,New York,POINT (-73.979152429 40.753241512)
Santander Bank,243 CANAL STREET,NEW YORK,10013,New York,POINT (-74.000104253 40.718332352)
Santander Bank,72-44 Austin Street,Forest Hills,11375,Queens,POINT (-73.841264506 40.71862551)
Santander Bank,2275 Broadway,New York,10024,New York,POINT (-73.978878424 40.785782701)
Santander Bank,841 Broadway,New York,10003,New York,POINT (-73.991044338 40.734301848)
Santander Bank,711 Third Avenue,New York,10017,New York,POINT (-73.973102958 40.75231439)
Santander Bank,50 Middleneck Road,Great Neck,11021,Nassau,POINT (-73.72924674 40.787954368)
Santander Bank,961 Kings Highway,Brooklyn,11223,Kings,POINT (-73.962150241 40.607394805)
Santander Bank,9512 Third Avenue,Brooklyn,11209,Kings,POINT (-74.033905786 40.617029048)
Santander Bank,118-11 101st Avenue,South Richmond Hill,11419,Queens,POINT (-73.826218654 40.690030186)
Santander Bank,4823 13th Avenue,Brooklyn,11219,Kings,POINT (-73.99186786 40.63507034)
Saratoga National Bank & Trust Company,3 Carpenter Lane,Wilton,12831,Saratoga,POINT (-73.771918354 43.105991617)
Saratoga National Bank & Trust Company,171 South Broadway,Saratoga Springs,12866,Saratoga,POINT (-73.78853915 43.072436756)
Saratoga National Bank & Trust Company,3025 Route 50,Saratoga Springs,12866,Saratoga,POINT (-73.745784151 43.100255077)
Saratoga National Bank & Trust Company,545 Troy-Schenectady Road,Latham,12110,Albany,POINT (-73.763942455 42.750549755)
Saratoga National Bank & Trust Company,1963 Altamont Avenue,Rotterdam,12303,Schenectady,POINT (-73.955914189 42.780503492)
Saratoga National Bank & Trust Company,120 Hoosick Street,Troy,12180,Rensselaer,POINT (-73.677843126 42.738105311)
Saratoga National Bank & Trust Company,91 West Avenue,Saratoga Springs,12866,Saratoga,POINT (-73.804158994 43.078645567)
Saratoga National Bank & Trust Company,386 Clifton Park Center Road,Clifton Park,12065,Saratoga,POINT (-73.776015581 42.86023358)
Saratoga National Bank & Trust Company,501 New Karner Road,Albany,12205,Albany,POINT (-73.838831658 42.74294892)
Saratoga National Bank & Trust Company,251 State St,Schenectady,12305,Schenectady,POINT (-73.945159455 42.814759584)
Saratoga National Bank & Trust Company,238 Main Street,Corinth,12822,Saratoga,POINT (-73.832919232 43.245842617)
Savannah Bank N.A.,1579 Clark Street,Auburn,13022,Cayuga,POINT (-76.611395411 42.929796629)
Savannah Bank N.A.,563 Main Street,Fair Haven,13064,Cayuga,POINT (-76.703233075 43.31626435)
Savannah Bank N.A.,1565 Main Street,Savannah,13146,Wayne,POINT (-76.760349291 43.067128539)
Savannah Bank N.A.,126 Main Street,Port Byron,13140,Cayuga,POINT (-76.623026057 43.03579338)
Savannah Bank N.A.,55 State Street,Auburn,13021,Cayuga,POINT (-76.568975605 42.931838)
Savannah Bank N.A.,35 West Main Street,Waterloo,13165,Seneca,POINT (-76.864535593 42.904378969)
"Savings Bank of the Finger Lakes, FSB",51 St Clair Street,Geneva,14456,Ontario,POINT (-76.983212362 42.856337462)
"Savings Bank of the Finger Lakes, FSB",41 Lakefront DRive,Geneva,14456,Ontario,POINT (-76.979392728 42.866653406)
Sawyer Savings Bank,87 MARKET STREET,SAUGERTIES,12477,Ulster,POINT (-73.954231019 42.078816575)
Sawyer Savings Bank,3515 ROUTE 9W,HIGHLAND,12528,Ulster,POINT (-73.962172034 41.726965821)
Sawyer Savings Bank,"2 RIVERVIEW DRIVE, SUITE 1",MARLBORO,12542,Ulster,POINT (-73.963833244 41.615918428)
School Employees of CNY Federal Credit Union,1600 7th Avenue,Troy,12118,Rensselaer,POINT (-73.685874666 42.728976832)
School Employees of CNY Federal Credit Union,800 S. State Street,Syracuse,13203,Onondaga,POINT (-76.148265924 43.043392791)
School Employees of CNY Federal Credit Union,515 Montgomery Street,Syracuse,13202,Onondaga,POINT (-76.148217812 43.044841393)
School Employees of CNY Federal Credit Union,80 Smokey Hollow Road,Baldwinsville,13027,Onondaga,POINT (-76.339704821 43.16775731)
School Employees of CNY Federal Credit Union,5962 Route 31,Cicero,13039,Onondaga,POINT (-76.107685359 43.174776986)
School Employees of CNY Federal Credit Union,524 E. Genesee Street,Chittenango,13037,Madison,POINT (-75.865121715 43.053126779)
School Employees of CNY Federal Credit Union,227 E. Main Street,Elbridge,13060,Onondaga,POINT (-76.439790026 43.036733662)
School Employees of CNY Federal Credit Union,5501 Bartell Road,Brewerton,13029,Onondaga,POINT (-76.13699376 43.232764192)
School Employees of CNY Federal Credit Union,9 Mechanic Street,Jordan,13080,Onondaga,POINT (-76.471520139 43.065947067)
School Employees of CNY Federal Credit Union,41 Albany Street,Cazenovia,13035,Madison,POINT (-75.854505615 42.930476443)
School Employees of CNY Federal Credit Union,91 Hulbert Street,Minoa,13116,Onondaga,POINT (-76.00084761 43.070145269)
School Employees of CNY Federal Credit Union,240 W. Seneca St,Manlius,13104,Onondaga,POINT (-75.986617737 42.997121961)
Sea Comm Federal Credit Union,20565 State Route 3,Watertown,13601,Jefferson,POINT (-75.960579476 43.973894282)
Sea Comm Federal Credit Union,139 Smithfield Blvd,Plattsburgh,12901,Clinton,POINT (-73.49802029 44.70555118)
Sea Comm Federal Credit Union,35 Andrews St,Massena,13662,St. Lawrence,POINT (-74.894304543 44.931622341)
Sea Comm Federal Credit Union,3349 Route 11,Malone,12953,Franklin,POINT (-74.316887387 44.848178609)
Sea Comm Federal Credit Union,30 Stearns St,Massena,13662,St. Lawrence,POINT (-74.87362622 44.928428961)
Sea Comm Federal Credit Union,3001 Ford Street Extension,Ogdensburg,13669,St. Lawrence,POINT (-75.456842943 44.70559608)
Sea Comm Federal Credit Union,101 East Main Street,Canton,13617,St. Lawrence,POINT (-75.151429901 44.597151002)
Sea Comm Federal Credit Union,6 Sisson Street,Potsdam,13676,St. Lawrence,POINT (-74.98791456 44.680820082)
Seneca Savings,584 NY Route 31,Bridgeport,13030,Madison,POINT (-75.95660541 43.154699268)
Seneca Savings,414 Ash St,Syracuse,13208,Onondaga,POINT (-76.148836564 43.060597863)
Seneca Savings,7799 OSWEGO ROAD,LIVERPOOL,13090,Onondaga,POINT (-76.230715018 43.148861021)
Seneca Savings,3275 Cold Springs Road,Baldwinsville,13027,Onondaga,POINT (-76.282597071 43.144622628)
Seneca Savings,201 North Main Street,North Syracuse,13212,Onondaga,POINT (-76.129475709 43.136602278)
Seneca Savings,35 OSWEGO STREET,BALDWINSVILLE,13027,Onondaga,POINT (-76.333012458 43.15915622)
ServU Federal Credit Union,46 Millard Street,Dundee,14837,Yates,POINT (-76.98596238 42.525721003)
ServU Federal Credit Union,7215 State Route 54,Bath,14810,Steuben,POINT (-77.306351409 42.351117452)
ServU Federal Credit Union,10 Taylor Street,Hornell,14843,Steuben,POINT (-77.662801145 42.323903256)
ServU Federal Credit Union,9823 Science Center Drive,Painted Post,14870,Steuben,POINT (-77.108596413 42.160084365)
