MMWR_WEEK,WEEK_START,WEEK_END,FLU_RISK_LEVEL,INFLUENZA_SEASON,HOSP_FLU_ICU_WEEKLY,HOSP_FLU_ICU_CUMULATIVE,LAB_FLU_TESTED,LAB_FLU_POSITIVE,LAB_FLU_PCT_POSITIVE,LAB_TOT_A_POSITIVE,LAB_TOT_B_POSITIVE,LAB_TOT_H1N1_POSITIVE,LAB_TOT_H3N2_POSITIVE,LAB_TOT_NOTSUBTYPED_POSITIVE,LAB_TOT_TESTED_CUMULATIVE,LAB_TOT_POSITIVE_CUMULATIVE,LAB_PCT_POSITIVE_CUMULATIVE,ILI_TOT_ILI_ILINET,ILI_TOT_SEEN_ILINET,ILI_PCT_POSITIVE_ILINET,ILI_TOT_ILI_ESSENCE,ILI_TOT_SEEN_ESSENCE,ILI_PCT_POSITIVE_ESSENCE,PEDIATRIC_DEATHS,RECORD_ID
202326,06/25/2023,07/01/2023,LOW,2022-2023,1,204,2373,3,0.00,3,0,0,0,3,176021,12637,0.07,16,5175,0.00,120,21946,0.01,0,2023-26
202327,07/02/2023,07/08/2023,LOW,2022-2023,0,204,2407,4,0.00,3,1,1,0,2,178428,12641,0.07,13,3554,0.00,122,21035,0.01,0,2023-27
202328,07/09/2023,07/15/2023,LOW,2022-2023,0,204,2476,2,0.00,1,1,0,1,0,180904,12643,0.07,13,5426,0.00,114,22198,0.01,0,2023-28
202329,07/16/2023,07/22/2023,LOW,2022-2023,0,204,2366,6,0.00,3,3,1,0,2,183270,12649,0.07,22,5146,0.00,112,22684,0.00,0,2023-29
202330,07/23/2023,07/29/2023,LOW,2022-2023,0,204,2220,5,0.00,4,1,2,0,2,185490,12654,0.07,14,5104,0.00,133,22508,0.01,0,2023-30
202331,07/30/2023,08/05/2023,LOW,2022-2023,0,204,2574,8,0.00,3,5,1,0,2,188064,12662,0.07,19,4991,0.00,125,22729,0.01,0,2023-31
202332,08/06/2023,08/12/2023,LOW,2022-2023,0,204,2644,16,0.01,8,8,2,2,4,190708,12678,0.07,12,5316,0.00,144,22405,0.01,0,2023-32
202333,08/13/2023,08/19/2023,LOW,2022-2023,0,204,2801,10,0.00,7,3,2,0,5,193509,12688,0.07,20,5328,0.00,181,22418,0.01,0,2023-33
202334,08/20/2023,08/26/2023,LOW,2022-2023,0,204,3018,16,0.01,15,1,5,1,9,196527,12704,0.06,24,5109,0.00,207,22878,0.01,0,2023-34
202335,08/27/2023,09/02/2023,LOW,2022-2023,0,204,3432,4,0.00,3,1,2,0,1,199959,12708,0.06,52,5199,0.01,265,23416,0.01,0,2023-35
202336,09/03/2023,09/09/2023,LOW,2022-2023,1,205,3621,8,0.00,4,4,0,1,3,203580,12716,0.06,42,4341,0.01,323,24124,0.01,0,2023-36
202337,09/10/2023,09/16/2023,LOW,2022-2023,1,206,3866,15,0.00,13,2,2,2,9,207446,12731,0.06,59,5278,0.01,293,23691,0.01,0,2023-37
202338,09/17/2023,09/23/2023,LOW,2022-2023,0,206,3656,12,0.00,9,3,2,1,6,211102,12743,0.06,60,4886,0.01,366,23625,0.02,0,2023-38
202339,09/24/2023,09/30/2023,LOW,2022-2023,0,206,3731,12,0.00,11,1,1,1,9,214833,12755,0.06,36,5116,0.01,333,23744,0.01,0,2023-39
202340,10/01/2023,10/07/2023,LOW,2023-2024,0,0,4323,31,0.01,23,8,7,2,14,4323,31,0.01,56,5082,0.01,341,24394,0.01,0,2023-40
202345,11/05/2023,11/11/2023,INCREASING,2023-2024,1,4,5129,122,0.02,108,14,18,2,88,27801,363,0.01,99,5195,0.02,531,24346,0.02,0,2023-45
202342,10/15/2023,10/21/2023,LOW,2023-2024,2,2,4502,62,0.01,60,2,8,3,49,13216,137,0.01,56,4882,0.01,382,23897,0.02,0,2023-42
202344,10/29/2023,11/04/2023,LOW,2023-2024,0,3,4800,39,0.01,38,1,8,1,29,22672,241,0.01,65,5033,0.01,450,23018,0.02,0,2023-44
202346,11/12/2023,11/18/2023,INCREASING,2023-2024,6,10,5632,156,0.03,139,17,15,13,111,33433,519,0.02,136,5437,0.03,579,24842,0.02,0,2023-46
202350,12/10/2023,12/16/2023,INCREASING,2023-2024,20,61,6876,712,0.10,667,45,67,33,567,58156,2174,0.04,87,4929,0.02,887,24792,0.04,0,2023-50
202341,10/08/2023,10/14/2023,LOW,2023-2024,0,0,4391,44,0.01,42,2,6,6,30,8714,75,0.01,60,4650,0.01,371,22951,0.02,0,2023-41
202401,12/31/2023,01/06/2024,HIGH,2023-2024,27,155,6761,785,0.12,728,57,69,41,618,78476,4918,0.06,63,3790,0.02,748,23572,0.03,0,2024-01
202349,12/03/2023,12/09/2023,INCREASING,2023-2024,12,41,6394,459,0.07,412,47,43,30,339,51280,1462,0.03,93,5133,0.02,721,25273,0.03,0,2023-49
202343,10/22/2023,10/28/2023,LOW,2023-2024,1,3,4656,65,0.01,62,3,9,5,48,17872,202,0.01,89,5106,0.02,395,24416,0.02,0,2023-43
202347,11/19/2023,11/25/2023,INCREASING,2023-2024,8,18,5175,221,0.04,203,18,19,8,176,38608,740,0.02,65,3804,0.02,567,22441,0.03,0,2023-47
202348,11/26/2023,12/02/2023,INCREASING,2023-2024,11,29,6278,263,0.04,248,15,20,14,214,44886,1003,0.02,108,5504,0.02,701,24688,0.03,0,2023-48
202351,12/17/2023,12/23/2023,INCREASING,2023-2024,34,95,7588,1091,0.14,1045,46,100,76,869,65744,3265,0.05,84,4592,0.02,947,24445,0.04,0,2023-51
202352,12/24/2023,12/30/2023,HIGH,2023-2024,33,128,5971,868,0.15,807,61,60,38,709,71715,4133,0.06,60,3065,0.02,982,24165,0.04,0,2023-52
202402,01/07/2024,01/13/2024,DECREASING,2023-2024,23,178,6332,566,0.09,526,40,43,33,450,84808,5484,0.06,74,4419,0.02,618,22258,0.03,0,2024-02
202403,01/14/2024,01/20/2024,DECREASING,2023-2024,11,189,5181,375,0.07,329,46,38,21,270,89989,5859,0.07,45,3979,0.01,415,19935,0.02,0,2024-03
202404,01/21/2024,01/27/2024,DECREASING,2023-2024,12,201,4833,332,0.07,273,59,24,17,232,94822,6191,0.07,35,4951,0.01,399,22012,0.02,0,2024-04
202405,01/28/2024,02/03/2024,DECREASING,2023-2024,5,206,5130,344,0.07,275,69,33,10,232,99952,6535,0.07,57,5132,0.01,404,22403,0.02,0,2024-05
202406,02/04/2024,02/10/2024,DECREASING,2023-2024,6,212,5088,328,0.06,231,97,24,18,189,105040,6863,0.07,55,4862,0.01,421,22005,0.02,0,2024-06
202414,03/31/2024,04/06/2024,DECREASING,2023-2024,3,280,4943,328,0.07,138,190,13,18,107,144589,9994,0.07,54,4694,0.01,455,21988,0.02,0,2024-14
202407,02/11/2024,02/17/2024,DECREASING,2023-2024,13,225,5101,355,0.07,199,156,14,9,176,110141,7218,0.07,60,4902,0.01,405,21295,0.02,0,2024-07
202408,02/18/2024,02/24/2024,DECREASING,2023-2024,9,234,5285,474,0.09,248,226,26,8,214,115426,7692,0.07,67,5200,0.01,507,22229,0.02,0,2024-08
202409,02/25/2024,03/02/2024,DECREASING,2023-2024,11,245,4599,400,0.09,188,212,21,14,153,120025,8092,0.07,64,5282,0.01,445,22307,0.02,0,2024-09
202410,03/03/2024,03/09/2024,DECREASING,2023-2024,8,253,5353,486,0.09,163,323,9,9,145,125378,8578,0.07,52,5069,0.01,486,22666,0.02,0,2024-10
202411,03/10/2024,03/16/2024,DECREASING,2023-2024,14,267,5212,417,0.08,156,261,12,12,132,130590,8995,0.07,57,5122,0.01,470,22604,0.02,0,2024-11
202412,03/17/2024,03/23/2024,DECREASING,2023-2024,7,274,5072,401,0.08,142,259,14,8,120,135662,9396,0.07,59,5069,0.01,474,22585,0.02,0,2024-12
202413,03/24/2024,03/30/2024,DECREASING,2023-2024,3,277,3984,270,0.07,111,159,12,12,87,139646,9666,0.07,35,4505,0.01,502,21785,0.02,0,2024-13
