MMWR_WEEK,WEEK_START,WEEK_END,FLU_RISK_LEVEL,INFLUENZA_SEASON,HOSP_FLU_ICU_WEEKLY,HOSP_FLU_ICU_CUMULATIVE,LAB_FLU_TESTED,LAB_FLU_POSITIVE,LAB_FLU_PCT_POSITIVE,LAB_TOT_A_POSITIVE,LAB_TOT_B_POSITIVE,LAB_TOT_H1N1_POSITIVE,LAB_TOT_H3N2_POSITIVE,LAB_TOT_NOTSUBTYPED_POSITIVE,LAB_TOT_TESTED_CUMULATIVE,LAB_TOT_POSITIVE_CUMULATIVE,LAB_PCT_POSITIVE_CUMULATIVE,ILI_TOT_ILI_ILINET,ILI_TOT_SEEN_ILINET,ILI_PCT_POSITIVE_ILINET,ILI_TOT_ILI_ESSENCE,ILI_TOT_SEEN_ESSENCE,ILI_PCT_POSITIVE_ESSENCE,PEDIATRIC_DEATHS,RECORD_ID
202022,05/24/2020,05/30/2020,LOW,2019-2020,0,479,268,0,0.00,0,0,0,0,0,46020,6943,0.15,11,3973,0.00,275,17074,0.02,0,2020-22
202023,05/31/2020,06/06/2020,LOW,2019-2020,0,479,231,0,0.00,0,0,0,0,0,46251,6943,0.15,6,3698,0.00,215,17166,0.01,0,2020-23
202024,06/07/2020,06/13/2020,LOW,2019-2020,0,479,227,1,0.00,1,0,1,0,0,46478,6944,0.15,3,4900,0.00,184,17343,0.01,0,2020-24
202025,06/14/2020,06/20/2020,LOW,2019-2020,0,479,247,0,0.00,0,0,0,0,0,46725,6944,0.15,2,5134,0.00,223,17570,0.01,0,2020-25
202026,06/21/2020,06/27/2020,LOW,2019-2020,0,479,139,0,0.00,0,0,0,0,0,46864,6944,0.15,7,5244,0.00,191,17912,0.01,0,2020-26
202027,06/28/2020,07/04/2020,LOW,2019-2020,0,479,247,0,0.00,0,0,0,0,0,47111,6944,0.15,8,4653,0.00,164,17813,0.01,0,2020-27
202028,07/05/2020,07/11/2020,LOW,2019-2020,0,479,223,0,0.00,0,0,0,0,0,47334,6944,0.15,15,5231,0.00,178,19277,0.01,0,2020-28
202029,07/12/2020,07/18/2020,LOW,2019-2020,0,479,213,0,0.00,0,0,0,0,0,47547,6944,0.15,24,5772,0.00,170,18894,0.01,0,2020-29
202030,07/19/2020,07/25/2020,LOW,2019-2020,0,479,248,0,0.00,0,0,0,0,0,47795,6944,0.15,17,5442,0.00,215,18532,0.01,0,2020-30
202031,07/26/2020,08/01/2020,LOW,2019-2020,0,479,241,0,0.00,0,0,0,0,0,48036,6944,0.14,23,5380,0.00,185,18757,0.01,0,2020-31
202032,08/02/2020,08/08/2020,LOW,2019-2020,0,479,239,0,0.00,0,0,0,0,0,48275,6944,0.14,27,5455,0.00,192,18760,0.01,0,2020-32
202033,08/09/2020,08/15/2020,LOW,2019-2020,0,479,229,0,0.00,0,0,0,0,0,48504,6944,0.14,10,5241,0.00,208,19273,0.01,0,2020-33
202034,08/16/2020,08/22/2020,LOW,2019-2020,0,479,210,0,0.00,0,0,0,0,0,48714,6944,0.14,24,5638,0.00,161,19492,0.01,0,2020-34
202035,08/23/2020,08/29/2020,LOW,2019-2020,0,479,225,0,0.00,0,0,0,0,0,48939,6944,0.14,18,5827,0.00,206,19726,0.01,0,2020-35
202036,08/30/2020,09/05/2020,LOW,2019-2020,0,479,229,1,0.00,1,0,0,0,1,49168,6945,0.14,11,5665,0.00,196,18975,0.01,0,2020-36
202037,09/06/2020,09/12/2020,LOW,2019-2020,1,480,228,0,0.00,0,0,0,0,0,49396,6945,0.14,14,4622,0.00,165,18132,0.01,0,2020-37
202038,09/13/2020,09/19/2020,LOW,2019-2020,0,480,240,0,0.00,0,0,0,0,0,49636,6945,0.14,19,5716,0.00,176,18407,0.01,0,2020-38
202039,09/20/2020,09/26/2020,LOW,2019-2020,0,480,279,0,0.00,0,0,0,0,0,49915,6945,0.14,31,5825,0.01,212,18216,0.01,0,2020-39
202040,09/27/2020,10/03/2020,LOW,2020-2021,0,0,328,0,0.00,0,0,0,0,0,328,0,0.00,30,5956,0.01,201,17729,0.01,0,2020-40
202041,10/04/2020,10/10/2020,LOW,2020-2021,1,1,380,0,0.00,0,0,0,0,0,708,0,0.00,41,6242,0.01,256,18432,0.01,0,2020-41
202042,10/11/2020,10/17/2020,LOW,2020-2021,0,1,368,0,0.00,0,0,0,0,0,1076,0,0.00,23,6506,0.00,135,18414,0.01,0,2020-42
202043,10/18/2020,10/24/2020,LOW,2020-2021,0,1,452,0,0.00,0,0,0,0,0,1528,0,0.00,29,6371,0.00,147,17745,0.01,0,2020-43
202044,10/25/2020,10/31/2020,LOW,2020-2021,0,1,672,0,0.00,0,0,0,0,0,2200,0,0.00,35,6303,0.01,224,17382,0.01,0,2020-44
202045,11/01/2020,11/07/2020,LOW,2020-2021,0,1,795,0,0.00,0,0,0,0,0,2995,0,0.00,42,6610,0.01,265,18843,0.01,0,2020-45
202046,11/08/2020,11/14/2020,LOW,2020-2021,0,1,880,0,0.00,0,0,0,0,0,3875,0,0.00,49,6664,0.01,277,19289,0.01,0,2020-46
202047,11/15/2020,11/21/2020,LOW,2020-2021,0,1,968,0,0.00,0,0,0,0,0,4843,0,0.00,51,7064,0.01,232,17390,0.01,0,2020-47
202048,11/22/2020,11/28/2020,LOW,2020-2021,0,1,969,0,0.00,0,0,0,0,0,5812,0,0.00,23,4822,0.00,197,16299,0.01,0,2020-48
202049,11/29/2020,12/05/2020,LOW,2020-2021,0,1,1483,0,0.00,0,0,0,0,0,7295,0,0.00,32,6780,0.00,195,17189,0.01,0,2020-49
202050,12/06/2020,12/12/2020,LOW,2020-2021,0,1,1445,2,0.00,1,1,0,0,1,8740,2,0.00,22,6531,0.00,167,16665,0.01,0,2020-50
202051,12/13/2020,12/19/2020,LOW,2020-2021,0,1,1256,0,0.00,0,0,0,0,0,9996,2,0.00,14,6598,0.00,152,16118,0.01,0,2020-51
202052,12/20/2020,12/26/2020,LOW,2020-2021,0,1,1903,0,0.00,0,0,0,0,0,11899,2,0.00,24,6162,0.00,184,22951,0.01,0,2020-52
202101,01/03/2021,01/09/2021,LOW,2020-2021,0,1,2160,1,0.00,1,0,0,0,1,14059,3,0.00,19,7966,0.00,192,24744,0.01,0,2021-01
202102,01/10/2021,01/16/2021,LOW,2020-2021,0,1,1401,0,0.00,0,0,0,0,0,15460,3,0.00,15,6269,0.00,126,16181,0.01,0,2021-02
202103,01/17/2021,01/23/2021,LOW,2020-2021,0,1,1316,0,0.00,0,0,0,0,0,16776,3,0.00,18,5942,0.00,110,16240,0.01,0,2021-03
202104,01/24/2021,01/30/2021,LOW,2020-2021,0,1,887,0,0.00,0,0,0,0,0,17663,3,0.00,22,5747,0.00,88,15818,0.01,0,2021-04
202105,01/31/2021,02/06/2021,LOW,2020-2021,0,1,826,1,0.00,1,0,0,0,1,18489,4,0.00,22,6093,0.00,107,15457,0.01,0,2021-05
202106,02/07/2021,02/13/2021,LOW,2020-2021,0,1,782,0,0.00,0,0,0,0,0,19271,4,0.00,23,5762,0.00,60,15425,0.00,0,2021-06
202107,02/14/2021,02/20/2021,LOW,2020-2021,0,1,798,0,0.00,0,0,0,0,0,20069,4,0.00,21,5449,0.00,63,14872,0.00,0,2021-07
202108,02/21/2021,02/27/2021,LOW,2020-2021,0,1,866,0,0.00,0,0,0,0,0,20935,4,0.00,23,6745,0.00,78,17043,0.00,0,2021-08
202109,02/28/2021,03/06/2021,LOW,2020-2021,0,1,806,0,0.00,0,0,0,0,0,21741,4,0.00,29,6782,0.00,75,16801,0.00,0,2021-09
202110,03/07/2021,03/13/2021,LOW,2020-2021,0,1,840,0,0.00,0,0,0,0,0,22581,4,0.00,33,6735,0.00,100,17479,0.01,0,2021-10
202111,03/14/2021,03/20/2021,LOW,2020-2021,0,1,880,0,0.00,0,0,0,0,0,23461,4,0.00,13,6703,0.00,110,17219,0.01,0,2021-11
202112,03/21/2021,03/27/2021,LOW,2020-2021,0,1,917,1,0.00,1,0,0,1,0,24378,5,0.00,46,6417,0.01,110,18789,0.01,0,2021-12
202113,03/28/2021,04/03/2021,LOW,2020-2021,0,1,840,0,0.00,0,0,0,0,0,25218,5,0.00,26,6321,0.00,148,19091,0.01,0,2021-13
202114,04/04/2021,04/10/2021,LOW,2020-2021,0,1,995,0,0.00,0,0,0,0,0,26213,5,0.00,39,6488,0.01,169,20466,0.01,0,2021-14
202115,04/11/2021,04/17/2021,LOW,2020-2021,0,1,997,0,0.00,0,0,0,0,0,27210,5,0.00,30,6618,0.00,174,20962,0.01,0,2021-15
202116,04/18/2021,04/24/2021,LOW,2020-2021,0,1,894,0,0.00,0,0,0,0,0,28104,5,0.00,52,5919,0.01,203,20000,0.01,0,2021-16
202117,04/25/2021,05/01/2021,LOW,2020-2021,0,1,739,1,0.00,1,0,0,0,1,28843,6,0.00,41,6096,0.01,178,20117,0.01,0,2021-17
202118,05/02/2021,05/08/2021,LOW,2020-2021,0,1,574,0,0.00,0,0,0,0,0,29417,6,0.00,38,5996,0.01,156,20744,0.01,0,2021-18
202119,05/09/2021,05/15/2021,LOW,2020-2021,0,1,494,0,0.00,0,0,0,0,0,29911,6,0.00,57,6008,0.01,166,20041,0.01,0,2021-19
202120,05/16/2021,05/22/2021,LOW,2020-2021,0,1,472,0,0.00,0,0,0,0,0,30383,6,0.00,50,5691,0.01,174,21165,0.01,0,2021-20
202121,05/23/2021,05/29/2021,LOW,2020-2021,0,1,269,0,0.00,0,0,0,0,0,30652,6,0.00,41,5891,0.01,164,20517,0.01,0,2021-21
202122,05/30/2021,06/05/2021,LOW,2020-2021,0,1,497,0,0.00,0,0,0,0,0,31149,6,0.00,39,4490,0.01,129,20237,0.01,0,2021-22
202123,06/06/2021,06/12/2021,LOW,2020-2021,0,1,416,0,0.00,0,0,0,0,0,31565,6,0.00,46,5596,0.01,133,21862,0.01,0,2021-23
202124,06/13/2021,06/19/2021,LOW,2020-2021,0,1,462,0,0.00,0,0,0,0,0,32027,6,0.00,60,5821,0.01,130,21530,0.01,0,2021-24
202125,06/20/2021,06/26/2021,LOW,2020-2021,0,1,491,0,0.00,0,0,0,0,0,32518,6,0.00,37,5193,0.01,151,21125,0.01,0,2021-25
202126,06/27/2021,07/03/2021,LOW,2020-2021,0,1,434,0,0.00,0,0,0,0,0,32952,6,0.00,41,5524,0.01,168,21423,0.01,0,2021-26
202127,07/04/2021,07/10/2021,LOW,2020-2021,0,1,532,0,0.00,0,0,0,0,0,33484,6,0.00,33,4628,0.01,184,22364,0.01,0,2021-27
202128,07/11/2021,07/17/2021,LOW,2020-2021,1,2,489,2,0.00,1,1,0,0,1,33973,8,0.00,57,5753,0.01,211,22175,0.01,0,2021-28
202129,07/18/2021,07/24/2021,LOW,2020-2021,0,2,512,0,0.00,0,0,0,0,0,34485,8,0.00,62,5478,0.01,206,22190,0.01,0,2021-29
202130,07/25/2021,07/31/2021,LOW,2020-2021,0,2,618,0,0.00,0,0,0,0,0,35103,8,0.00,62,5811,0.01,210,22662,0.01,0,2021-30
202131,08/01/2021,08/07/2021,LOW,2020-2021,0,2,667,0,0.00,0,0,0,0,0,35770,8,0.00,52,6033,0.01,220,22236,0.01,0,2021-31
202132,08/08/2021,08/14/2021,LOW,2020-2021,0,2,695,0,0.00,0,0,0,0,0,36465,8,0.00,47,6032,0.01,235,22223,0.01,0,2021-32
202133,08/15/2021,08/21/2021,LOW,2020-2021,0,2,719,0,0.00,0,0,0,0,0,37184,8,0.00,56,5996,0.01,208,22284,0.01,0,2021-33
202134,08/22/2021,08/28/2021,LOW,2020-2021,0,2,803,4,0.00,4,0,4,0,0,37987,12,0.00,29,6192,0.00,244,21861,0.01,0,2021-34
202135,08/29/2021,09/04/2021,LOW,2020-2021,0,2,1141,0,0.00,0,0,0,0,0,39128,12,0.00,56,6189,0.01,284,22119,0.01,0,2021-35
202136,09/05/2021,09/11/2021,LOW,2020-2021,0,2,992,1,0.00,1,0,0,1,0,40120,13,0.00,46,4869,0.01,322,22594,0.01,0,2021-36
202137,09/12/2021,09/18/2021,LOW,2020-2021,0,2,1075,2,0.00,2,0,1,1,0,41195,15,0.00,104,6142,0.02,273,22670,0.01,0,2021-37
202138,09/19/2021,09/25/2021,LOW,2020-2021,0,2,876,0,0.00,0,0,0,0,0,42071,15,0.00,111,6094,0.02,235,21138,0.01,0,2021-38
202139,09/26/2021,10/02/2021,LOW,2020-2021,0,2,899,0,0.00,0,0,0,0,0,42970,15,0.00,112,6151,0.02,256,21735,0.01,0,2021-39
202140,10/03/2021,10/09/2021,LOW,2021-2022,0,0,1994,1,0.00,1,0,0,0,1,1994,1,0.00,92,6719,0.01,223,21808,0.01,0,2021-40
202141,10/10/2021,10/16/2021,LOW,2021-2022,0,0,1965,0,0.00,0,0,0,0,0,3959,1,0.00,64,6176,0.01,209,21677,0.01,0,2021-41
202142,10/17/2021,10/23/2021,LOW,2021-2022,0,0,2113,2,0.00,1,1,0,0,1,6072,3,0.00,85,6839,0.01,216,21364,0.01,0,2021-42
202143,10/24/2021,10/30/2021,LOW,2021-2022,0,0,2016,2,0.00,2,0,0,2,0,8088,5,0.00,105,6399,0.02,256,20675,0.01,0,2021-43
202144,10/31/2021,11/06/2021,LOW,2021-2022,0,0,2304,29,0.01,29,0,0,2,27,10392,34,0.00,113,6073,0.02,214,21144,0.01,0,2021-44
202145,11/07/2021,11/13/2021,LOW,2021-2022,0,0,2999,76,0.03,75,1,0,8,67,13391,110,0.01,95,6515,0.01,229,20237,0.01,0,2021-45
202146,11/14/2021,11/20/2021,LOW,2021-2022,0,0,4516,77,0.02,76,1,0,4,72,17907,187,0.01,113,6274,0.02,224,20032,0.01,0,2021-46
202147,11/21/2021,11/27/2021,LOW,2021-2022,0,0,3146,37,0.01,37,0,0,9,28,21053,224,0.01,61,4306,0.01,249,19381,0.01,0,2021-47
202148,11/28/2021,12/04/2021,LOW,2021-2022,0,0,4070,111,0.03,109,2,0,15,94,25123,335,0.01,101,6294,0.02,298,22299,0.01,0,2021-48
202149,12/05/2021,12/11/2021,LOW,2021-2022,0,0,4248,102,0.02,100,2,0,22,78,29371,437,0.01,95,6266,0.02,360,21840,0.02,0,2021-49
202150,12/12/2021,12/18/2021,LOW,2021-2022,1,1,5216,141,0.03,132,9,0,16,116,34587,578,0.02,92,6231,0.01,461,22963,0.02,0,2021-50
202151,12/19/2021,12/25/2021,LOW,2021-2022,1,2,6510,103,0.02,103,0,0,16,87,41097,681,0.02,95,4608,0.02,765,23023,0.03,0,2021-51
202152,12/26/2021,01/01/2022,LOW,2021-2022,0,2,6662,42,0.01,41,1,0,18,23,47759,723,0.02,64,4602,0.01,659,23009,0.03,0,2021-52
202201,01/02/2022,01/08/2022,LOW,2021-2022,1,3,6010,30,0.00,30,0,0,6,24,53769,753,0.01,106,6311,0.02,390,19996,0.02,0,2022-01
202202,01/09/2022,01/15/2022,LOW,2021-2022,0,3,6025,18,0.00,18,0,0,9,9,59794,771,0.01,72,6340,0.01,218,19076,0.01,0,2022-02
202203,01/16/2022,01/22/2022,LOW,2021-2022,2,5,4306,13,0.00,13,0,0,1,12,64100,784,0.01,39,5882,0.01,132,17890,0.01,0,2022-03
202204,01/23/2022,01/29/2022,LOW,2021-2022,0,5,3409,16,0.00,16,0,0,4,12,67509,800,0.01,32,5568,0.01,100,16501,0.01,0,2022-04
202205,01/30/2022,02/05/2022,LOW,2021-2022,0,5,3274,11,0.00,11,0,0,4,7,70783,811,0.01,20,5075,0.00,60,16746,0.00,0,2022-05
202206,02/06/2022,02/12/2022,LOW,2021-2022,0,5,2958,15,0.01,15,0,0,10,5,73741,826,0.01,32,5986,0.01,99,18553,0.01,0,2022-06
202207,02/13/2022,02/19/2022,LOW,2021-2022,0,5,2859,12,0.00,12,0,0,2,10,76600,838,0.01,45,5791,0.01,107,18405,0.01,0,2022-07
202208,02/20/2022,02/26/2022,LOW,2021-2022,0,5,2882,21,0.01,21,0,0,14,7,79482,859,0.01,51,5647,0.01,95,19077,0.00,0,2022-08
202209,02/27/2022,03/05/2022,LOW,2021-2022,0,5,2915,44,0.02,44,0,0,25,19,82397,903,0.01,50,5825,0.01,106,19894,0.01,0,2022-09
202210,03/06/2022,03/12/2022,LOW,2021-2022,0,5,2929,99,0.03,98,1,0,48,50,85326,1002,0.01,65,5873,0.01,159,19843,0.01,0,2022-10
202211,03/13/2022,03/19/2022,LOW,2021-2022,1,6,3186,135,0.04,130,5,2,45,83,88512,1137,0.01,91,5695,0.02,191,21650,0.01,0,2022-11
202212,03/20/2022,03/26/2022,LOW,2021-2022,2,8,3502,150,0.04,150,0,2,51,97,92014,1287,0.01,104,5674,0.02,257,21295,0.01,0,2022-12
202213,03/27/2022,04/02/2022,LOW,2021-2022,6,14,3604,211,0.06,211,0,0,74,137,95618,1498,0.02,80,5932,0.01,255,21253,0.01,0,2022-13
202214,04/03/2022,04/09/2022,LOW,2021-2022,6,20,4262,292,0.07,292,0,0,125,167,99880,1790,0.02,114,5797,0.02,321,21982,0.01,0,2022-14
202215,04/10/2022,04/16/2022,LOW,2021-2022,8,28,4607,303,0.07,301,2,0,95,206,104487,2093,0.02,97,5588,0.02,305,20748,0.01,0,2022-15
202216,04/17/2022,04/23/2022,LOW,2021-2022,6,34,4740,297,0.06,287,10,0,104,183,109227,2390,0.02,82,5295,0.02,321,21065,0.02,0,2022-16
202217,04/24/2022,04/30/2022,LOW,2021-2022,2,36,4978,315,0.06,315,0,0,133,182,114205,2705,0.02,98,5476,0.02,341,22168,0.02,0,2022-17
202218,05/01/2022,05/07/2022,LOW,2021-2022,4,40,4772,361,0.08,361,0,0,121,240,118977,3066,0.03,84,5648,0.01,400,22334,0.02,0,2022-18
202219,05/08/2022,05/14/2022,LOW,2021-2022,4,44,4773,260,0.05,260,0,0,70,190,123750,3326,0.03,111,5731,0.02,389,23608,0.02,1,2022-19
202220,05/15/2022,05/21/2022,LOW,2021-2022,0,44,4970,167,0.03,167,0,0,46,121,128720,3493,0.03,123,5855,0.02,313,23273,0.01,0,2022-20
202221,05/22/2022,05/28/2022,LOW,2021-2022,1,45,4775,110,0.02,109,1,0,27,82,133495,3603,0.03,134,5894,0.02,261,22103,0.01,0,2022-21
202222,05/29/2022,06/04/2022,LOW,2021-2022,2,47,4239,68,0.02,68,0,0,15,53,137734,3671,0.03,90,4649,0.02,297,22405,0.01,0,2022-22
202223,06/05/2022,06/11/2022,LOW,2021-2022,2,49,4352,37,0.01,37,0,0,12,25,142086,3708,0.03,98,5376,0.02,276,22112,0.01,0,2022-23
202224,06/12/2022,06/18/2022,LOW,2021-2022,1,50,4033,21,0.01,21,0,0,3,18,146119,3729,0.03,54,5491,0.01,237,22408,0.01,0,2022-24
202225,06/19/2022,06/25/2022,LOW,2021-2022,1,51,3877,18,0.00,18,0,0,2,16,149996,3747,0.02,68,5338,0.01,226,22409,0.01,0,2022-25
202226,06/26/2022,07/02/2022,LOW,2021-2022,0,51,3699,16,0.00,15,1,0,3,12,153695,3763,0.02,71,5465,0.01,218,22193,0.01,0,2022-26
202227,07/03/2022,07/09/2022,LOW,2021-2022,0,51,3334,6,0.00,6,0,0,1,5,157029,3769,0.02,34,4431,0.01,215,21686,0.01,0,2022-27
202228,07/10/2022,07/16/2022,LOW,2021-2022,0,51,3742,6,0.00,5,1,0,1,4,160771,3775,0.02,26,5586,0.00,197,21986,0.01,0,2022-28
202229,07/17/2022,07/23/2022,LOW,2021-2022,0,51,3603,3,0.00,2,1,0,0,2,164374,3778,0.02,37,5312,0.01,208,22158,0.01,0,2022-29
202230,07/24/2022,07/30/2022,LOW,2021-2022,0,51,3584,3,0.00,3,0,0,2,1,167958,3781,0.02,39,5749,0.01,194,22259,0.01,0,2022-30
202231,07/31/2022,08/06/2022,LOW,2021-2022,0,51,3203,6,0.00,6,0,0,1,5,171161,3787,0.02,45,5798,0.01,192,21832,0.01,0,2022-31
202232,08/07/2022,08/13/2022,LOW,2021-2022,0,51,2963,2,0.00,2,0,0,1,1,174124,3789,0.02,39,5936,0.01,189,21693,0.01,0,2022-32
202233,08/14/2022,08/20/2022,LOW,2021-2022,0,51,2962,2,0.00,1,1,0,1,0,177086,3791,0.02,30,5863,0.01,155,21720,0.01,0,2022-33
202234,08/21/2022,08/27/2022,LOW,2021-2022,0,51,3028,5,0.00,5,0,1,1,3,180114,3796,0.02,68,5609,0.01,207,22383,0.01,0,2022-34
202235,08/28/2022,09/03/2022,LOW,2021-2022,0,51,3527,8,0.00,8,0,0,1,7,183641,3804,0.02,86,5865,0.01,312,23621,0.01,0,2022-35
202236,09/04/2022,09/10/2022,LOW,2021-2022,0,51,3370,4,0.00,4,0,0,1,3,187011,3808,0.02,99,4900,0.02,314,23410,0.01,0,2022-36
202237,09/11/2022,09/17/2022,LOW,2021-2022,0,51,3395,6,0.00,4,2,0,0,4,190406,3814,0.02,82,5760,0.01,247,22991,0.01,0,2022-37
202238,09/18/2022,09/24/2022,LOW,2021-2022,1,52,3660,13,0.00,13,0,1,2,10,194066,3827,0.02,96,5222,0.02,297,22998,0.01,0,2022-38
202239,09/25/2022,10/01/2022,LOW,2021-2022,0,52,3694,11,0.00,10,1,1,1,8,197760,3838,0.02,88,5527,0.02,257,22091,0.01,0,2022-39
202240,10/02/2022,10/08/2022,LOW,2022-2023,1,1,3985,30,0.01,30,0,2,3,25,3985,30,0.01,128,5597,0.02,410,23305,0.02,0,2022-40
202241,10/09/2022,10/15/2022,LOW,2022-2023,0,1,4552,35,0.01,35,0,2,10,23,8537,65,0.01,117,5580,0.02,453,23284,0.02,0,2022-41
202242,10/16/2022,10/22/2022,LOW,2022-2023,0,1,4923,108,0.02,107,1,3,20,84,13460,173,0.01,134,5434,0.02,491,23595,0.02,0,2022-42
202243,10/23/2022,10/29/2022,INCREASING,2022-2023,3,4,5195,212,0.04,208,4,7,40,161,18655,385,0.02,136,5793,0.02,558,24456,0.02,0,2022-43
202244,10/30/2022,11/05/2022,INCREASING,2022-2023,5,9,5657,522,0.09,522,0,15,83,424,24312,907,0.04,164,5965,0.03,751,24884,0.03,0,2022-44
202245,11/06/2022,11/12/2022,INCREASING,2022-2023,6,15,6264,835,0.13,834,1,5,171,658,30576,1742,0.06,188,5806,0.03,894,25011,0.04,0,2022-45
202246,11/13/2022,11/19/2022,HIGH,2022-2023,20,35,7155,1526,0.21,1525,1,8,252,1265,37731,3268,0.09,207,5901,0.04,1031,24244,0.04,0,2022-46
202247,11/20/2022,11/26/2022,HIGH,2022-2023,34,69,7548,2167,0.29,2164,3,14,330,1820,45279,5435,0.12,122,4068,0.03,1321,24229,0.05,0,2022-47
202248,11/27/2022,12/03/2022,HIGH,2022-2023,29,98,8291,1962,0.24,1957,5,22,308,1627,53570,7397,0.14,192,5867,0.03,1301,25623,0.05,0,2022-48
202249,12/04/2022,12/10/2022,HIGH,2022-2023,33,131,7711,1861,0.24,1859,2,23,281,1555,61281,9258,0.15,200,6027,0.03,1005,24140,0.04,0,2022-49
202250,12/11/2022,12/17/2022,HIGH,2022-2023,21,152,7420,1343,0.18,1339,4,27,208,1104,68701,10601,0.15,148,5819,0.03,784,22713,0.03,0,2022-50
202251,12/18/2022,12/24/2022,HIGH,2022-2023,18,170,5807,714,0.12,712,2,17,130,565,74508,11315,0.15,97,4037,0.02,534,18973,0.03,0,2022-51
202252,12/25/2022,12/31/2022,HIGH,2022-2023,15,185,5699,437,0.08,437,0,19,69,349,80207,11752,0.15,54,3485,0.02,433,20721,0.02,0,2022-52
202301,01/01/2023,01/07/2023,DECREASING,2022-2023,3,188,4918,156,0.03,148,8,5,23,120,85125,11908,0.14,37,4311,0.01,350,22185,0.02,0,2023-01
202302,01/08/2023,01/14/2023,DECREASING,2022-2023,1,189,5077,97,0.02,96,1,4,12,80,90202,12005,0.13,46,5710,0.01,297,21714,0.01,0,2023-02
202303,01/15/2023,01/21/2023,DECREASING,2022-2023,0,189,4615,48,0.01,44,4,4,7,33,94817,12053,0.13,50,5813,0.01,240,21577,0.01,0,2023-03
202304,01/22/2023,01/28/2023,DECREASING,2022-2023,0,189,4621,31,0.01,26,5,1,5,20,99438,12084,0.12,78,5660,0.01,224,21238,0.01,0,2023-04
202305,01/29/2023,02/04/2023,DECREASING,2022-2023,0,189,4606,20,0.00,17,3,0,3,14,104044,12104,0.12,78,5946,0.01,210,20775,0.01,0,2023-05
202306,02/05/2023,02/11/2023,DECREASING,2022-2023,2,191,4475,40,0.01,29,11,4,3,22,108519,12144,0.11,62,5940,0.01,298,22391,0.01,0,2023-06
202307,02/12/2023,02/18/2023,DECREASING,2022-2023,2,193,4496,26,0.01,14,12,4,1,9,113015,12170,0.11,66,5667,0.01,306,22451,0.01,0,2023-07
202308,02/19/2023,02/25/2023,DECREASING,2022-2023,1,194,4281,26,0.01,14,12,3,0,11,117296,12196,0.10,81,5828,0.01,326,22266,0.01,0,2023-08
202309,02/26/2023,03/04/2023,LOW,2022-2023,0,194,4470,22,0.00,12,10,0,2,10,121766,12218,0.10,90,5946,0.02,358,22818,0.02,0,2023-09
202310,03/05/2023,03/11/2023,LOW,2022-2023,1,195,4358,21,0.00,8,13,2,1,5,126124,12239,0.10,65,5947,0.01,376,22892,0.02,0,2023-10
202311,03/12/2023,03/18/2023,LOW,2022-2023,1,196,3836,26,0.01,16,10,4,0,12,129960,12265,0.09,93,5772,0.02,326,22720,0.01,0,2023-11
202312,03/19/2023,03/25/2023,LOW,2022-2023,1,197,3894,27,0.01,17,10,6,0,11,133854,12292,0.09,81,5520,0.01,358,23401,0.02,0,2023-12
202313,03/26/2023,04/01/2023,LOW,2022-2023,0,197,3683,35,0.01,12,23,2,1,9,137537,12327,0.09,75,5719,0.01,325,22931,0.01,0,2023-13
202314,04/02/2023,04/08/2023,LOW,2022-2023,1,198,3362,11,0.00,2,9,0,0,2,140899,12338,0.09,51,5550,0.01,272,21390,0.01,0,2023-14
202315,04/09/2023,04/15/2023,LOW,2022-2023,0,198,3438,37,0.01,14,23,3,4,7,144337,12375,0.09,46,5607,0.01,288,23530,0.01,0,2023-15
202316,04/16/2023,04/22/2023,LOW,2022-2023,0,198,3279,19,0.01,9,10,1,2,6,147616,12394,0.08,37,5405,0.01,255,23099,0.01,0,2023-16
202317,04/23/2023,04/29/2023,LOW,2022-2023,0,198,3043,29,0.01,7,22,1,0,6,150659,12423,0.08,46,5886,0.01,266,22823,0.01,0,2023-17
202318,04/30/2023,05/06/2023,LOW,2022-2023,1,199,3414,28,0.01,5,23,0,0,5,154073,12451,0.08,48,5716,0.01,307,23520,0.01,0,2023-18
202319,05/07/2023,05/13/2023,LOW,2022-2023,1,200,2938,38,0.01,16,22,5,1,10,157011,12489,0.08,46,5395,0.01,254,23837,0.01,0,2023-19
202320,05/14/2023,05/20/2023,LOW,2022-2023,1,201,2900,31,0.01,12,19,1,0,11,159911,12520,0.08,48,5344,0.01,242,23766,0.01,0,2023-20
202321,05/21/2023,05/27/2023,LOW,2022-2023,0,201,2882,35,0.01,11,24,2,1,8,162793,12555,0.08,47,5230,0.01,279,23067,0.01,0,2023-21
202322,05/28/2023,06/03/2023,LOW,2022-2023,1,202,2846,32,0.01,7,25,2,0,5,165639,12587,0.08,38,4123,0.01,236,23399,0.01,0,2023-22
202323,06/04/2023,06/10/2023,LOW,2022-2023,1,203,2921,17,0.01,4,13,0,0,4,168560,12604,0.07,31,5238,0.01,219,23818,0.01,0,2023-23
202324,06/11/2023,06/17/2023,LOW,2022-2023,0,203,2595,15,0.01,7,8,3,0,4,171155,12619,0.07,27,5084,0.01,166,22354,0.01,0,2023-24
202325,06/18/2023,06/24/2023,LOW,2022-2023,0,203,2493,15,0.01,9,6,2,1,6,173648,12634,0.07,23,5150,0.00,162,22226,0.01,0,2023-25
