Contract_ID,Project_ID,Project_Name,Ownership,Developer,Address,ZIP,Parcel_ID,Council_District,Unit_Type,Housing_Tenure,Development_Status,Total_Units,Affordable_Units,Total_ADA_Units,PSH_Units,MFI_20,MFI_30,MFI_40,MFI_50,MFI_60,MFI_65,MFI_70,MFI_80,MFI_100,MFI_120,Affordability_Start_Date,Affordability_Expiration_Date,Affordability_Period,FIL_Status,CAL_FIL,Date_FIL_Recorded,HDA,Private_Activity_Bonds,Affordability_Unlocked,SMART,Dev_Agreement,Density_Bonus,FIL,LIHTC,GO_Bonds_2006,GO_Bonds_2013,GO_Bonds_2018,CDBG,CIP_Funds,HOME,HTF,Project_Connect,City_Subsidy,Longitude,Latitude
71,3388,Bluebonnet Studios SRO,Foundation Communities Inc.,Foundation Communities Inc.,2301 S Lamar Boulevard,78704,0401070229,5,Multifamily,Rental,Project Completed,107,107,13.0,6,0,22,21,64,0,0,0,0,0,0,08-29-2014,08-29-2054,40,,,,RHDA,No,No,Yes,,,No,9% LIHTC,0.0,3700000.0,0.0,0.0,0.0,294420.0,0.0,,3700000.0,-97.77551651,30.24698735
72,3389,Lakeline Station,Foundation Communities Inc.,Foundation Communities Inc.,13635 Rutledge Spur,78717,R525118,6,Multifamily,Rental,Project Completed,128,128,16.0,13,0,13,0,64,51,0,0,0,0,0,09-19-2014,09-19-2054,40,,,,RHDA,No,No,Yes,,,No,9% LIHTC,0.0,2975000.0,0.0,0.0,0.0,294820.0,0.0,,2975000.0,-97.78034499,30.47625308
73,3390,Live Oak Trails,Foundation Communities Inc.,Foundation Communities Inc.,8500 US Highway 71 W,78735,0402440213,8,Multifamily,Rental,Project Completed,58,58,8.0,12,0,12,12,34,0,0,0,0,0,0,08-13-2014,08-13-2054,40,,,,RHDA,No,No,Yes,,,No,,0.0,1750000.0,0.0,0.0,0.0,295690.0,0.0,,1750000.0,-97.89008216,30.24855938
74,3391,Parkwest Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,10616 Mellow Meadows Drive,78750,R472972,6,Single Family,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,12-30-2014,12-30-2113,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,55056.0,0.0,0.0,0.0,,0.0,-97.80172791,30.460423
74,3392,Edgecreek Condos,Frameworks Community Development Corporation,Frameworks Community Development Corporation,12166 Metric Boulevard,78758,0258160701,7,Duplex,Rental,Project Completed,2,2,0.0,0,0,0,0,2,0,0,0,0,0,0,12-30-2014,12-30-2113,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,110110.0,0.0,0.0,0.0,,0.0,-97.69786173,30.40679119
75,3393,4904 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,4904 West Wind Trail,78745,0410130115,5,FourPlex,Rental,Project Completed,4,3,0.0,0,0,0,0,3,0,0,0,0,0,0,11-14-2014,11-14-2113,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,187000.0,0.0,,0.0,-97.80338524,30.22744113
76,3394,4810 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,4810 West Wind Trail,78745,0410130112,5,FourPlex,Rental,Project Completed,4,4,0.0,0,0,0,0,4,0,0,0,0,0,0,03-14-2015,03-14-2114,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,146093.5,0.0,,0.0,-97.80299658,30.2279505
76,3395,4902 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,4902 West Wind Trail,78745,0410130114,5,FourPlex,Rental,Project Completed,4,1,0.0,0,0,0,0,1,0,0,0,0,0,0,04-13-2015,04-13-2114,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,146093.5,0.0,,0.0,-97.80327228,30.22764242
77,3396,The Works at Pleasant Valley,Lifeworks Affordable Housing Corporation,Lifeworks Affordable Housing Corporation,2800 Lyons Road,78702,0206130722,3,Multifamily,Rental,Project Completed,45,45,6.0,20,0,15,0,30,0,0,0,0,0,0,01-17-2014,01-17-2113,99,,,,RHDA,No,No,Yes,,,No,,650000.0,0.0,0.0,0.0,0.0,0.0,200000.0,,850000.0,-97.70740009,30.26397344
78,3397,Lucero Apartments (formerly Oak Creek Village),2013 Travis Oak Creek LP,Eureka Holdings LLC,2324 Wilson Street,78704,0403010249,9,Multifamily,Rental,Project Completed,173,173,22.0,0,0,18,0,70,85,0,0,0,0,0,11-16-2009,11-16-2049,40,,,,RHDA,No,No,Yes,,,No,9% LIHTC,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,,0.0,-97.756732,30.242069
79,3398,Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,5520 Alomar Cover,78617,0328430830,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-24-2011,08-24-2047,36,,,,OHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6185709061062,30.172165767266
80,3399,Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,5616 Malarkey Road,78617,0328430840,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-01-2010,07-01-2040,30,,,,OHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.619551658444,30.1709136272194
81,3400,Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,11429 Flushwing Drive,78754,0245301322,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-28-2011,03-28-2047,36,,,,OHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6494228715381,30.3744499621877
82,3401,Frameworks Community Development Corporation - SF,Undisclosed,Frameworks Community Development Corporation,12812 Quirin Drive,78617,0328430425,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-02-2012,07-02-2042,30,,,,OHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6178571264261,30.1737517962574
84,3403,Westgate Grove II (aka Canopy at Westgate),Westgate Momark LLC,HomeBase Texas,8601 Westgate Boulevard,78745,0422230202,5,Single Family,Ownership,Under Construction,88,88,0.0,0,0,0,0,0,0,0,0,58,30,0,,,99,,,,OHDA,No,No,Yes,,,No,,1250000.0,0.0,945000.0,0.0,0.0,0.0,0.0,,2195000.0,-97.83226809,30.19237154
85,3404,The Chicon at Joyce Condominiums - Loan,Chestnut Neighborhood Revitalization Corporation,Chestnut Neighborhood Revitalization Corporation,1212 Chicon Street,78702,0208094901,1,Multifamily,Ownership,Project Completed,4,0,0.0,0,0,0,0,0,0,0,0,0,0,0,10-30-2018,10-30-2117,99,,,,OHDA,No,No,Yes,,Vertical Mixed Use,No,,1375268.0,0.0,0.0,0.0,2587449.0,0.0,295000.0,,4257717.0,-97.72022587,30.27436962
86,3405,Chestnut Neighborhood Revitalization Corporation - SF,Undisclosed,Chestnut Neighborhood Revitalization Corporation,1807 E Maple Avenue,78702,0210111204,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-30-2005,06-30-2006,1,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7159753920626,30.2799799087972
87,3406,Guadalupe Neighborhood Development Corporation - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,807 Waller Street,78702,0205070301,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-19-2013,08-19-2112,99,,,,OHDA,No,No,Yes,,,No,,100000.0,0.0,0.0,0.0,145000.0,0.0,0.0,,245000.0,-97.72973918,30.2669432
88,3407,Guadalupe Neighborhood Development Corporation - SF,Undisclosed,Guadalupe Neighborhood Development Corporation,1313 Willow Street,78702,0202050511,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-18-2012,07-18-2111,99,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,122500.0,0.0,,0.0,-97.7311226033686,30.2583373610422
90,3409,Persimmon/Meadow Lake Subdivision,Austin Habitat for Humanity,Austin Habitat for Humanity,7051 Meadow Lake Boulevard,78744,0428010115,2,Single Family,Ownership,Under Construction,126,126,0.0,0,0,0,0,0,0,0,0,126,0,0,,,99,,,,OHDA,No,Yes,Yes,,,No,,0.0,0.0,14926553.0,942896.0,0.0,0.0,2250000.0,0.0,17176553.0,-97.75507999,30.17710808
91,3410,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2417 Towbridge Circle,78723,0222210287,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-22-2010,06-22-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6814964842878,30.3120946601163
91,3411,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2400 Towbridge Circle,78723,0222210293,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-22-2009,12-22-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6823853026692,30.3121947028409
91,3412,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2401 Towbridge Circle,78723,0222210279,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-30-2009,09-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6826801259271,30.311880379676
91,3413,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2403 Towbridge Circle,78723,0222210280,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-18-2009,12-18-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6824975015571,30.3118169199542
91,3414,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2405 Towbridge Circle,78723,0222210281,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-14-2010,04-14-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.682347334348,30.3117732188638
91,3415,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2406 Towbridge Circle,78723,0222210292,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-14-2009,08-14-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6821810839429,30.3121164666005
91,3416,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2407 Towbridge Circle,78723,0222210282,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-05-2010,05-05-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6821886988197,30.3117389137945
91,3417,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2408 Devonshire Drive,78723,0222210278,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-15-2010,10-15-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6821362655283,30.3113235939868
91,3418,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2409 Towbridge Circle,78723,0222210283,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-02-2013,10-02-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6820126734674,30.3117352731921
91,3419,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2410 Devonshire Drive,78723,0222210277,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-16-2009,09-16-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.681965201987,30.3112363067172
91,3420,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2410 Towbridge Circle,78723,0222210290,1,Single Family,Ownership,Affordability Period Expired,6,6,0.0,0,0,0,0,0,0,0,0,6,0,0,06-19-2013,06-19-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6820724566489,30.3123585727308
91,3421,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2411 Devonshire Drive,78723,0222210254,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-08-2010,04-08-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6821036662605,30.3109075017096
91,3422,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2411 Towbridge Circle,78723,0222210284,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-23-2009,12-23-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6818365483879,30.3117364159541
91,3423,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2412 Devonshire Drive,78723,0222210276,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-15-2013,08-15-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6817705638107,30.3113136371606
91,3424,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2412 Towbridge Circle,78723,0222210289,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-03-2011,08-03-2021,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6818930283124,30.3122847732094
91,3425,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2413 Devonshire Drive,78723,0222210255,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-22-2009,12-22-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6819525489753,30.3108995904811
91,3426,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2413 Towbridge Circle,78723,0222210285,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-30-2009,09-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6816645280454,30.311787755393
91,3427,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2414 Towbridge Circle,78723,0222210288,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,05-14-2013,05-14-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6816965879114,30.3122234194168
91,3428,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2415 Towbridge Circle,78723,0222210286,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-07-2010,06-07-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6815042897232,30.3119109858635
91,3429,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2500 Devonshire Drive,78723,0222210275,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-13-2010,04-13-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6815935550056,30.3113458131363
91,3430,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2502 Devonshire Drive,78723,0222210274,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-30-2013,07-30-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6814353509011,30.3113950452261
91,3431,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2504 Devonshire Drive,78723,0222210273,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-27-2011,12-27-2021,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6812908958362,30.3114445890777
91,3432,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2506 Devonshire Drive,78723,0222210272,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-20-2013,03-20-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6811349884006,30.3115105906593
91,3433,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2507 Devonshire Drive,78723,0222210268,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-03-2011,08-03-2021,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6809138705002,30.3110462061956
91,3434,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2508 Devonshire Drive,78723,0222210271,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-16-2013,09-16-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6809798672736,30.3115479768168
91,3435,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,2510 Towbridge Circle,78723,0222210287,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-25-2013,09-25-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6814964842878,30.3120946601163
91,3436,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6100 Devonshire Cove,78723,0222210261,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-29-2009,12-29-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6811710988421,30.3102970703575
91,3437,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6101 Devonshire Cove,78723,0222210262,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-17-2009,07-17-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6810063334657,30.3103843964822
91,3438,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6102 Devonshire Cove,78723,0222210260,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-30-2009,06-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6813656965333,30.3103249697404
91,3439,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6103 Devonshire Cove,78723,0222210263,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-30-2009,09-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6809241006867,30.3105736817008
91,3440,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6105 Devonshire Cove,78723,0222210264,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,09-30-2009,09-30-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6809965614338,30.3107399290734
91,3441,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6106 Devonshire Cove,78723,0222210259,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-31-2009,03-31-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6815240354726,30.310471485435
91,3442,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6107 Devonshire Cove,78723,0222210265,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-27-2013,03-27-2023,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6811062658188,30.3108544146334
91,3443,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6108 Devonshire Cove,78723,0222210258,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-27-2010,04-27-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6815891149979,30.3107068069365
91,3444,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6109 Devonshire Cove,78723,0222210266,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-17-2009,07-17-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6811658958673,30.3109869517518
91,3445,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6110 Devonshire Cove,78723,0222210257,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-17-2009,06-17-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6816765724234,30.3108280102858
91,3446,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6111 Devonshire Cove,78723,0222210267,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-17-2009,07-17-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6812275821958,30.3111058069623
91,3447,Devonshire Village,Undisclosed,Austin Neighborhood Alliance for Habitat,6112 Devonshire Cove,78723,0222210256,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-04-2010,06-04-2020,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.6816809075483,30.3109713399894
92,3448,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7419 Thannas Way,78744,0428030636,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,11-19-2009,11-19-2024,15,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7604315673755,30.1789336236391
92,3449,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7423 Thannas Way,78744,0426031803,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,02-24-2010,02-24-2025,15,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.76032098,30.17912896
93,3450,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7418 Thannas Way,78744,0428031401,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-17-2009,03-17-2024,15,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7600133566028,30.1788256013023
93,3451,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7420 Thannas Way,78744,0428031402,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-17-2009,03-17-2024,15,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7599186337032,30.1789305192825
93,3452,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7402 Thannas Way,78744,0428011446,2,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-17-2009,03-17-2024,15,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7596005166916,30.1787964544934
94,3453,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7208 Thannas Way,78744,0428011434,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2009,10-19-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7581294616787,30.1781943930244
94,3454,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7209 Thannas Way,78744,0428011626,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2009,10-19-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7583306492022,30.1778065480559
94,3455,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7210 Thannas Way,78744,0428011435,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2009,10-19-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7582252761765,30.1782445609254
94,3456,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7211 Thannas Way,78744,0428011625,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2009,10-19-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7584543716605,30.1778512264688
94,3457,Meadow Lake Subdivision,Undisclosed,Austin Neighborhood Alliance for Habitat,7212 Thannas Way,78744,0428011436,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-19-2009,10-19-2019,10,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7583490789891,30.1782862432075
