Contract_ID,Project_ID,Project_Name,Ownership,Developer,Address,ZIP,Parcel_ID,Council_District,Unit_Type,Housing_Tenure,Development_Status,Total_Units,Affordable_Units,Total_ADA_Units,PSH_Units,MFI_20,MFI_30,MFI_40,MFI_50,MFI_60,MFI_65,MFI_70,MFI_80,MFI_100,MFI_120,Affordability_Start_Date,Affordability_Expiration_Date,Affordability_Period,FIL_Status,CAL_FIL,Date_FIL_Recorded,HDA,Private_Activity_Bonds,Affordability_Unlocked,SMART,Dev_Agreement,Density_Bonus,FIL,LIHTC,GO_Bonds_2006,GO_Bonds_2013,GO_Bonds_2018,CDBG,CIP_Funds,HOME,HTF,Project_Connect,City_Subsidy,Longitude,Latitude
114,3800,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1206 Short Hackberry Street,78702,0207080219,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-01-2014,04-01-2015,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.726706908,30.270056883
114,3801,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,4602 Reyes Street,78721,0209191623,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-03-2015,06-03-2016,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.689042,30.275
114,3802,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,504 Montopolis Drive,78741,0304160201,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-22-2014,07-22-2015,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.694157,30.240208
114,3803,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,6907 Pondsdale Lane,78724,0219361526,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-13-2013,03-13-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.6406239999999,30.3007160000001
114,3804,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,403 Tilbury Lane,78745,0414050608,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,03-20-2013,03-20-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.7664609999999,30.2096490000001
114,3805,AHFC - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,4806 Santa Anna Street,78721,0209191407,1,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-15-2013,08-15-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.686345,30.2748120000001
109,3809,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1012 Linden Street,78702,0206130245,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-03-2016,06-03-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.70519865,30.26525515
109,3810,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1014 Linden Street,78702,0206130244,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-17-2016,08-17-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.70513626,30.26538184
109,3811,Linden - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1016 Linden Street,78702,0206130243,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-17-2016,08-17-2115,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.70512503,30.265519273
232,3813,Radius on Grove,Continental Homes of Texas LP,Continental Homes of Texas LP,2301 Grove Boulevard,78741,0315111004,3,Multifamily,Rental,Affordability Period Expired,160,64,0.0,0,0,0,0,0,0,0,0,64,0,0,01-24-2018,01-24-2023,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.707232,30.223115
233,3814,Cobalt Wilson Street,Cobalt Partners Ltd.,Cobalt - Wilson Street,2606 Wilson Street,78704,0404021301,3,Multifamily,Ownership,Affordability Period Expired,62,6,0.0,0,0,0,0,0,0,0,0,6,0,0,05-16-2013,05-16-2014,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.758929,30.237685
300,3815,Clawson Ridge Condominiums,Clawson Partners Mgmt,Clawson Partners Mgmt,3700 Clawson Road Unit 111,78704,0406101601,5,Multifamily,Ownership,Project Completed,39,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-25-2021,08-25-2120,99,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.780677,30.233736
301,3816,Colony Park (PUD),Austin Housing Finance Corporation,Austin Housing Finance Corporation,Loyola Ln,78724,0218310513,1,Multifamily,Rental,Certified/Loan Executed,2027,405,0.0,0,0,0,0,0,405,0,0,0,0,0,,,40,,,,,No,No,Yes,PUD Development Agreement,,No,,,,,,,,,,,-97.633418,30.295864
302,3818,Indie Apartments,Transwestern,Transwestern,1630 E 6th Street,78702,0204080513,3,Multifamily,Rental,Project Completed,139,15,0.0,0,0,0,0,0,15,0,0,0,0,0,06-18-2018,06-18-2058,40,,,,,No,No,No,,Transit Oriented Development,No,,,,,,,,,,,-97.72480597,30.26262462
304,3820,1703 E 22nd St,Blackland Community Development Corporation,Blackland Community Development Corporation,1703 E 22nd Street,78722,0211090603,1,Single Family,Rental,Under Construction,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,,,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.72338,30.282275
307,3822,Easton Park (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Multifamily,Rental,Certified/Loan Executed,3000,300,0.0,0,0,0,0,0,300,0,0,0,0,0,,,5,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,-97.721746,30.163553
130,3824,Los Portales de Lena Guerrero,ThinkEast Austin MGT,ThinkEast Austin MGT,5225 Jain Street,78721,0204190416,3,Multifamily,Rental,Project Completed,97,97,12.0,4,0,4,0,31,61,0,0,1,0,0,08-20-2022,08-20-2062,40,,,,RHDA,No,No,Yes,PUD Development Agreement,,No,,0.0,1208000.0,3950000.0,1600000.0,0.0,0.0,0.0,,5158000.0,-97.68721512,30.26289677
309,3825,Austin Gardens,Interlocal Investment,Interlocal Investment,Hudson St and Harold Court,78721,0207220337,1,Multifamily,Rental,Certified/Loan Executed,24,2,0.0,0,0,0,0,0,0,0,0,2,0,0,,,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.677477,30.272109
307,3827,Easton Park (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Single Family,Ownership,Certified/Loan Executed,5345,650,0.0,0,0,0,0,0,0,0,0,650,0,0,,,1,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,-97.721746,30.163553
311,3828,Groves South Lamar,SL South Lamar LP,SL South Lamar LP,3607 S Lamar Boulevard,78704,0404110155,5,Multifamily,Rental,Project Completed,308,31,0.0,0,0,0,0,0,0,0,0,31,0,0,03-02-2018,03-02-2058,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.787767,30.238968
312,3829,The Guild Condominiums,HDC Hill Country Equities The Guild LP,Sunil Lavani,2804 S 1st Street Unit 1202,78704,0404043001,3,Multifamily,Ownership,Project Completed,15,1,0.0,0,0,0,0,0,0,0,0,1,0,0,04-24-2020,04-24-2119,99,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.763106,30.237157
306,3832,Elan Parkside Apartments,Greystar,Greystar,609 Clayton Lane,78752,0227110109,4,Multifamily,Rental,Project Completed,309,31,0.0,0,0,0,0,0,0,0,0,31,0,0,08-07-2019,08-07-2059,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.713514,30.32368
308,3833,901 East 6th,Osten Hall LLC,Osten Hall LLC,901 E 6th Street,78702,0204051001,3,Non-Residential,Non-Residential,Project Completed,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,Paid,710940.0,12-20-2018,,No,No,No,,Transit Oriented Development,Yes,,,,,,,,,,,-97.733251,30.265072
303,3834,Plaza Saltillo TOD LP Plaza Saltillo,Plaza Saltillo TOD LP,Endeavor Real Estate Group,901 E 5th Street,78702,0204052301,3,Non-Residential,Non-Residential,Project Completed,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,40,Paid,1460013.0,09-26-2019,,No,No,No,,Transit Oriented Development,Yes,,,,,,,,,,,-97.733843,30.264122
314,3836,Foundry - East 4th,CC Third and Comal LP,CC Third and Comal LP,1501 E 4th Street Unit 205,78702,0204062901,3,Multifamily,Ownership,Project Completed,17,1,0.0,0,0,0,0,0,0,0,0,1,0,0,10-15-2019,10-15-2118,99,,,,,No,No,No,,Transit Oriented Development,No,,,,,,,,,,,-97.727975,30.261042
316,3838,The 900 Condos,PSW 900 Eastline LP,PSW 900 Eastline LP,900 S 1st Street Unit 319,78704,0102011501,9,Multifamily,Ownership,Project Completed,69,1,0.0,0,0,0,0,0,0,0,0,0,1,0,12-20-2019,12-20-2118,99,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.752302,30.254741
307,3839,Pacesetter Homes - SF - Section 1 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Single Family,Ownership,Project Completed,29,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,-97.721746,30.163553
317,3840,South Shore Disctrict Apartments (South Shore PUD),Grayco Town Lake Investment 2007 L.P.,Grayco Partners,1333 Shore District Drive,78741,0304080101,3,Multifamily,Rental,Project Completed,500,13,0.0,0,0,0,0,0,13,0,0,0,0,0,04-16-2014,04-16-2055,41,Due,2038666.0,,,No,No,No,PUD Development Agreement,,Yes,,,,,,,,,,,-97.727183,30.243505
318,3841,Sunfield PUD,0,A&M Option 541 LP,1901 Turnersville Road,78610,0464180116,5,Multifamily,Rental,Certified/Loan Executed,1751,175,0.0,0,0,0,0,0,175,0,0,0,0,0,,,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.791678,30.089704
319,3844,Heights on Parmer Phase Two,Pedcor Investments-2016-CLVIII LP,Pedcor Investments-2016-CLVIII LP,1500 E Parmer Lane,78753,0252300716,7,Multifamily,Rental,Project Completed,80,80,0.0,0,0,0,0,0,80,0,0,0,0,0,05-03-2019,05-03-2024,5,,,,,No,No,Yes,,,No,4% LIHTC,,,,,,,,,,-97.650793,30.390823
318,3845,Sunfield PUD,0,A&M Option 541 LP,1901 Turnersville Road,78610,0464180116,5,Single Family,Ownership,Certified/Loan Executed,1165,117,0.0,0,0,0,0,0,0,0,0,117,0,0,,,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.791678,30.089704
320,3847,Broadstone at the Lake,Alliance Residential Holdings LLC,Bury & Partners,422 W Riverside Drive,78704,0203000209,9,Multifamily,Rental,Affordability Period Expired,240,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,Paid,23251.0,07-10-2015,,No,No,No,PUD Development Agreement,,Yes,,,,,,,,,,,-97.748747,30.259685
321,3848,Estancia Hill Country PUD,SLF III Onion Creek LP,Estancia Villas LLC,Multiple Addresses,78652,,5,Multifamily,Rental,Certified/Loan Executed,918,91,0.0,0,0,0,0,0,91,0,0,0,0,0,,,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.806039,30.115792
321,3849,Estancia Hill Country PUD,SLF III Onion Creek LP,Estancia Villas LLC,Multiple Addresses,78652,,5,Single Family,Ownership,Certified/Loan Executed,210,51,0.0,0,0,0,0,0,0,0,0,51,0,0,,,40,,,,,No,No,No,PUD Development Agreement,,No,,,,,,,,,,,-97.805985,30.115727
130,3851,ThinkEast Apartments,ThinkEast Austin MGT,ThinkEast Austin MGT,1143 Shady Lane,78721,0204190405,3,Multifamily,Rental,Project Completed,182,182,0.0,0,0,0,0,0,182,0,0,0,0,0,05-01-2020,05-01-2030,10,,,,,No,No,Yes,PUD Development Agreement,,No,4% LIHTC,,,,,,,,,,-97.690994,30.262904
264,3853,MI Homes - SF - Section 2 (Goodnight Ranch),Bradsher Family Trust and MVE Ventures LTD,Momark Development LLC,Multiple Addresses,78747,,2,Single Family,Ownership,Under Construction,46,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.755347,30.156417
264,3854,Commons at Goodnight (fka Villages at Goodnight),Bradsher Family Trust and MVE Ventures LTD,Momark Development LLC,2022 E Slaugther Lane,78747,0436030106,2,Multifamily,Rental,Project Completed,304,304,0.0,0,0,0,0,0,304,0,0,0,0,0,12-12-2019,12-12-2059,40,,,,,No,No,Yes,,,No,4% LIHTC,,,,,,,,,,-97.76343,30.152479
264,3855,Goodnight Ranch PUD,Bradsher Family Trust and MVE Ventures LTD,Momark Development LLC,Multiple Addresses,78747,,2,Single Family,Ownership,Certified/Loan Executed,2202,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.753764,30.153442
322,3857,Plyler Resubdivision Home,The Plylers,Guadalupe Neighborhood Development Corporation,1022 E 7th Street,78702,0206050915,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.730441,30.265723
324,3858,5006 West Wind Trail,Frameworks Community Development Corporation,Frameworks Community Development Corporation,5006 West Wind Trail,78745,0410150305,5,FourPlex,Rental,Project Completed,4,3,0.0,0,0,0,0,3,0,0,0,0,0,0,07-31-2015,07-31-2114,99,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,257775.0,0.0,0.0,0.0,,0.0,-97.80452,30.226519
327,3862,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1100 E Cesar Chavez Street,78702,0204051612,3,Single Family,Rental,Certified/Loan Executed,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,,,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.733341,30.260422
327,3864,GNDC - SF,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,1103 Clermont Avenue,78702,0201040803,3,Single Family,Rental,Under Construction,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,,,40,,,,,No,Yes,Yes,,,No,,,,,,,,,,,-97.735982,30.254406
328,3866,Westgate Ridge Multifamily,Songhai Development Company LLC,Pedcor Investments-2015 CXLVIII LP,8700 Westgate Boulevard,78745,0422230202,5,Multifamily,Rental,Affordability Period Expired,140,140,0.0,0,0,0,0,4,136,0,0,0,0,0,07-25-2018,07-25-2023,5,,,,,No,No,Yes,,,No,4% LIHTC,,,,,,,,,,-97.832293,30.193161
329,3867,SafePlace 14 Unit Expansion,Safeplace,SafePlace,1515 Grove Blvd,78741,0307130802,3,Multifamily,Rental,Affordability Period Expired,14,14,1.0,0,0,0,0,14,0,0,0,0,0,0,02-28-2001,02-28-2021,20,,,,RHDA,No,No,No,,,No,,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,,500000.0,-97.705698,30.230789
275,3872,The Aviary,Equitable Green Group Inc,Equitable Green Group Inc,6009 Hudson Street,78721,0207220340,1,Single Family,Ownership,Certified/Loan Executed,20,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.6735693,30.27068857
331,3873,The Nine at Rio,Scannell Development Company,Scannell Development Company,2100 Rio Grande Street,78705,0212010905,9,Multifamily,Rental,Project Completed,109,11,0.0,0,0,0,0,0,11,0,0,0,0,0,08-26-2019,08-26-2059,40,Paid,118478.0,12-03-2018,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,-97.745293,30.284272
332,3874,AHFC - SF,Undisclosed,Austin Housing Finance Corporation,5603 Tura Lane,78721,0205210102,3,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,12-27-2018,12-27-2019,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.681185,30.26771
307,3876,Buffington Homes - SF - Section 1 (Pilot Knob PUD),Carma Easton LLC,Carma Easton LLC,Multiple Addresses,78744,0332100625,2,Single Family,Ownership,Project Completed,27,0,0.0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,No,No,No,PUD Development Agreement;Municipal Utility District,,No,,,,,,,,,,,-97.721746,30.163553
334,3879,Blackland CDC - AlleyFlats,Blackland Community Development Corporation,Blackland Community Development Corporation,2203 Salina Street,78722,0211090208,1,ADU,Rental,Project Completed,1,1,0.0,0,0,0,0,1,0,0,0,0,0,0,06-05-2020,06-05-2025,5,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.722697,30.28301
335,3880,Guadalupe Saldana Subdivision,Guadalupe Neighborhood Development Corporation,Guadalupe Neighborhood Development Corporation,Multiple Addresses,78702,0207140143,3,Single Family,Ownership,Under Construction,51,40,0.0,0,0,0,0,0,13,0,0,38,0,0,,,99,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,2400000.0,0.0,0.0,0.0,0.0,,2400000.0,-97.70475476,30.270551
336,3881,SMART - SF,Manet-Avilleira & Lage,Manet-Avilleira & Lage,2502 Devonshire Drive,78723,0222210274,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,,,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.681441,30.311427
339,3883,Inspire on 22nd,Capstone Collegiate-Communities,Capstone Collegiate-Communities,2200 Nueces Street,78705,0212013701,9,Multifamily,Rental,Project Completed,439,44,0.0,0,0,0,0,0,44,0,0,0,0,0,10-30-2019,10-30-2059,40,Paid,146959.0,07-25-2019,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,-97.744188,30.285401
340,3885,Meadow Lake,Austin Habitat for Humanity,Austin Habitat for Humanity,2504 Magin Meadow Drive,78744,0426031630,2,Single Family,Ownership,Affordability Period Expired,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,02-28-2017,02-28-2018,1,,,,,No,No,Yes,,,No,,,,,,,,,,,-97.761361,30.179799
345,3891,The Standard at Austin,University Towers Austin LLC,Landmark Properties,715 W 23rd Street,78705,0212010215,9,Multifamily,Rental,Project Completed,911,91,0.0,0,0,0,0,0,91,0,0,0,0,0,12-21-2021,12-21-2061,40,Paid,331591.0,11-10-2021,,No,No,Yes,,UNO - Post-2014,Yes,,,,,,,,,,,-97.745828,30.286992
347,3893,Mosaic at Mueller,Catellus Austin LLC,Catellus Austin LLC,4600 Mueller Boulevard,78723,0218130118,9,Multifamily,Rental,Project Completed,441,44,0.0,0,0,0,0,0,44,0,0,0,0,0,11-17-2009,11-17-2059,50,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.707922,30.298876
264,3894,Nightingale at Goodnight Ranch,Bradsher Family Trust and MVE Ventures LTD,Momark Development LLC,5900 Charles Merle Drive,78747,0436013201,2,Multifamily,Rental,Project Completed,174,157,22.0,0,0,11,0,36,94,0,0,16,0,0,03-01-2018,03-01-2033,15,,,,RHDA,No,No,Yes,Private Activity Bond;Ground Lease;Partnership,,No,4% LIHTC,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,,2000000.0,-97.754189,30.157313
347,3896,Overture Mueller Apartments,Catellus Austin LLC,Catellus Austin LLC,4818 Berkman Drive,78723,0219150501,9,Multifamily,Rental,Project Completed,201,30,0.0,0,0,0,0,0,30,0,0,0,0,0,02-26-2018,02-26-2068,50,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.700843,30.301824
350,3897,Harris Ridge Apartments,The NRP Group LLC,The NRP Group LLC,1501 E Howard Lane,78754,0258332002,7,Multifamily,Rental,Affordability Period Expired,324,324,0.0,0,0,0,0,6,318,0,0,0,0,0,01-09-2019,01-09-2024,5,,,,,No,No,Yes,,,No,4% LIHTC,,,,,,,,,,-97.642906,30.404687
347,3900,Wildflower Terrace,Catellus Austin LLC,Catellus Austin LLC,3801 Berkman Drive,78723,0215162301,9,Multifamily,Rental,Project Completed,201,171,11.0,0,0,26,0,60,85,0,0,0,0,0,04-09-2012,04-09-2111,99,,,,RHDA,No,No,Yes,Master Development Agreement,,No,9% LIHTC,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,,2000000.0,-97.6984403,30.2909045
347,3901,Aldrich 51,Catellus Austin LLC,Catellus Austin LLC,2604 Aldrich Street,78723,0219161501,9,Multifamily,Rental,Project Completed,240,216,17.0,10,0,18,0,47,31,0,0,120,0,0,12-16-2015,12-16-2030,15,,,,RHDA,No,No,Yes,Master Development Agreement;Ground Lease;Partnership;Private Activity Bond,,No,4% LIHTC,0.0,2000000.0,0.0,2000000.0,0.0,0.0,0.0,,2000000.0,-97.701803,30.304204
347,3902,Amli at Mueller,Catellus Austin LLC,Catellus Austin LLC,1900 Simond Avenue,78723,0217131101,9,Multifamily,Rental,Project Completed,279,42,0.0,0,0,0,0,0,42,0,0,0,0,0,10-01-2015,10-01-2065,50,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.703698,30.29717
347,3903,AMLI on Aldrich,Catellus Austin LLC,Catellus Austin LLC,2401 Aldrich Street,78723,0219150401,9,Multifamily,Rental,Project Completed,318,48,0.0,0,0,0,0,0,48,0,0,0,0,0,04-27-2018,04-27-2068,50,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.702038,30.302392
352,3905,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,900 Juniper Street,78702,0208061234,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-09-2015,07-09-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.73103,30.2707510000001
352,3906,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,902 Juniper Street,78702,0208061233,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-08-2015,07-08-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.730902,30.270713
352,3910,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,907 Olive Street,78702,0208061236,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-26-2015,06-26-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.730577,30.270771
352,3911,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,909 Olive Street,78702,0208061218,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-08-2015,07-08-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.730419,30.270767
352,3912,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,911 Olive Street,78702,0208061219,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-30-2015,06-30-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.7302,30.270735
352,3913,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1108 Olive Street,78702,0208061103,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-09-2015,07-09-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.727586,30.270865
352,3914,Juniper at Olive - SF,Austin Housing Finance Corporation,Austin Housing Finance Corporation,1164 Curve Street,78702,0208061220,1,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,07-01-2015,07-01-2114,99,,,,OHDA,No,No,Yes,Community Land Trust,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,-97.72995,30.270633
353,3915,Libertad Austin at Gardner,Austin Housing Finance Corporation,Austin Housing Finance Corporation,900 Gardner Road,78721,0201200102,3,Multifamily,Rental,Under Construction,198,198,0.0,0,0,30,15,41,112,0,0,0,0,0,,,40,,,,RHDA,No,Yes,Yes,Ground Lease,,No,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,4500000.0,-97.687148,30.253997
354,3916,West Koenig Flats,Bel Koenig Flats LLC,Stillwater Hyde Park Development LLC,5608 Avenue F,78751,0227090905,4,Multifamily,Rental,Project Completed,210,21,0.0,0,0,0,0,0,0,0,0,21,0,0,11-01-2018,11-01-2058,40,,,,,No,No,No,,Vertical Mixed Use,No,,,,,,,,,,,-97.71937,30.321859
347,3917,SYNC at Mueller,Catellus Austin LLC,Catellus Austin LLC,4646 Mueller Boulevard,78723,0218130501,9,Multifamily,Rental,Project Completed,301,30,0.0,0,0,0,0,0,30,0,0,0,0,0,05-09-2014,05-09-2064,50,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.70751,30.300114
356,3918,Candela Apartments,TDC Arnold II LP,Transwestern,1614 E 6th Street,78702,0204080517,3,Multifamily,Rental,Project Completed,115,20,0.0,0,0,0,0,0,20,0,0,0,0,0,05-24-2019,05-24-2059,40,,,,,No,No,No,,Transit Oriented Development,No,,,,,,,,,,,-97.725487,30.26298
357,3920,The Residences at The Domain,EGP Management L.L.C.,EGP Management L.L.C.,11400 Domain Drive,78758,0256081120,7,Multifamily,Rental,Project Completed,390,39,0.0,0,0,0,0,0,0,39,0,0,0,0,10-30-2009,10-30-2028,19,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.72493,30.400623
357,3921,The Villages at The Domain,EGP Management L.L.C.,EGP Management L.L.C.,11011 Domain Drive,78758,0254060201,7,Multifamily,Rental,Project Completed,436,3,0.0,0,0,0,0,0,0,3,0,0,0,0,10-30-2010,10-30-2028,18,,,,,No,No,Yes,Master Development Agreement,,No,,,,,,,,,,,-97.725756,30.396506
358,3924,SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,1125 Altum Street,78721,0204200832,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,08-24-2010,08-24-2040,30,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,83260.0,0.0,,0.0,-97.68536,30.258529
358,3925,SOL,Undisclosed,Guadalupe Neighborhood Development Corporation,5901 Lux Street,78721,0204201301,3,Single Family,Ownership,Project Completed,1,1,0.0,0,0,0,0,0,0,0,0,1,0,0,06-24-2010,06-24-2040,30,,,,OHDA,No,No,Yes,,,No,,0.0,0.0,0.0,0.0,0.0,83260.0,0.0,,0.0,-97.684945,30.258945
